region=ERCT&type=total
massOzoneSeasonNOxPerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),0.95
2005-01-01T00:00:00+00:00 (GMT),0.8041
2007-01-01T00:00:00+00:00 (GMT),0.7224
