region=NYUP&type=non+baseload
massCO2PerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),1705.578
2005-01-01T00:00:00+00:00 (GMT),1514.1072
2007-01-01T00:00:00+00:00 (GMT),1384.197
