region=NYLI&type=non+baseload
massOzoneSeasonNOxPerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),1.509
2005-01-01T00:00:00+00:00 (GMT),1.7865
2007-01-01T00:00:00+00:00 (GMT),1.3364
