region=NWPP&type=non+baseload
massSO2PerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),1.573
2005-01-01T00:00:00+00:00 (GMT),1.282
2007-01-01T00:00:00+00:00 (GMT),0.756
