region=RFCW&type=total
massOzoneSeasonNOxPerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),1.796
2005-01-01T00:00:00+00:00 (GMT),1.4361
2007-01-01T00:00:00+00:00 (GMT),1.4829
