"productType","brand","modelName","modelNumber","category","energyPerTime","units","source"
"Notebook/Tablet","Fujitsu","LifeBook","A1130","A",32.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Vostro 1320","PP36S","B",34.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Vostro 1520","PP36L","B",39.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Vostro 1720","PP36X","B",41.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Acer","ZR6","Extensa 5635 series","B",31.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Acer","ZR6","Extensa 5235 series","B",31.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW378D/H","VGN-FW378D/H","B",39.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","UX50V","UX50V","B",37.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-R620","NP-R620","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-R620H","NP-R620H","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-R720","NP-R720","B",46.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-R720H","NP-R720H","B",46.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-SE21","NP-SE21","B",46.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-SE21H","NP-SE21H","B",46.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-E272","NP-E272","B",46.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-E272H","NP-E272H","B",46.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","X5HV","X5HV","B",37.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","PRO5HV","PRO5HV","B",37.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Studio 1440","PP40L","A",35.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","HP","ProBook 4710s Notebook PC ENERGY STAR","4710s","B",44.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Acer","ZG8","Aspire One 530","A",23.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Acer","KAVA0","Aspire One Pro 531h","A",25,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Acer","MS2263","Aspire 3935","A",26.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","HP","ProBook 4411s Notebook PC ENERGY STAR","4411s","B",44.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","Ideapad S12",2959,"A",24.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ITAUTEC","Infoway NET","W7010","A",31.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","P02T","Latitude 2100","A",33.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","PP42L","Inspiron 1440","A",29.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Acer","MS2261","Aspire 7738 series","A",34.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Acer","MS2261","Aspire 7738 series","B",48.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","HP","Compaq 511 Notebook PC ENERGY STAR",511,"B",44.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-E251","NP-E251","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-R522","NT-R522","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-R522H","NT-R522H","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-R620","NT-R620","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-R620H","NT-R620H","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-R519","NP-R519","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-R519H","NP-R519H","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-R519","NT-R519","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-R519H","NT-R519H","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-SA21H","NT-SA21H","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NT-SA21","NT-SA21","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-R621","NP-R621","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-R621H","NP-R621H","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-SA20","NP-SA20","B",45.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-R470H","NP-R470H","B",46.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Samsung","NP-R420","NP-R420","A",25.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Dell","Vostro1220","P03S","A",31.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Gateway","LH1","EC34 series","B",30.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Gateway","LH1","EC38 series","B",30.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Acer","LI1","TravelMate 8371 series","A",28.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Acer","LI1","TravelMate 8371 series","B",37.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Acer","MS2271","Aspire 4810T series","A",23,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Acer","MS2271","Aspire 4810T series","B",32,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Apple","MacBook, 2.13GHz, White","MC240","A",26.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS385J/P","VGN-CS385J/P","B",39,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS385J/Q","VGN-CS385J/Q","B",39,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS385J/R","VGN-CS385J/R","B",39,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS325J/P","VGN-CS325J/P","B",41.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS325J/Q","VGN-CS325J/Q","B",41.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS325J/R","VGN-CS325J/R","B",41.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS325J/W","VGN-CS325J/W","B",41.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS320J/P","VGN-CS320J/P","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS320J/Q","VGN-CS320J/Q","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS320J/R","VGN-CS320J/R","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS320J/W","VGN-CS320J/W","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS310J/P","VGN-CS310J/P","A",39.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS310J/Q","VGN-CS310J/Q","A",39.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS310J/R","VGN-CS310J/R","A",39.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS310J/W","VGN-CS310J/W","A",39.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS310D/Q","VGN-CS310D/Q","A",39.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS310D/W","VGN-CS310D/W","A",39.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390JAB","VGN-CS390JAB","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390JBB","VGN-CS390JBB","A",31.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390DBB","VGN-CS390DBB","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390DCB","VGN-CS390DCB","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390DDB","VGN-CS390DDB","A",31.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390DEB","VGN-CS390DEB","A",31.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390DFB","VGN-CS390DFB","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390JCQ","VGN-CS390JCQ","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390JCR","VGN-CS390JCR","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390JCP","VGN-CS390JCP","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390JCW","VGN-CS390JCW","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS390JDV","VGN-CS390JDV","B",43.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS308J/Q","VGN-CS308J/Q","A",39.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS308J/P","VGN-CS308J/P","A",39.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-SR430J/H","VGN-SR430J/H","B",42,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-SR420J/B","VGN-SR420J/B","B",42,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-SR420J/H","VGN-SR420J/H","B",42,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-SR410J/B","VGN-SR410J/B","A",35.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-SR410J/H","VGN-SR410J/H","A",35.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-SR490","VGN-SR490","B",42,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-SR490C","VGN-SR490C","B",42,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS320D/P","VGN-CS320D/P","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS320D/Q","VGN-CS320D/Q","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS320D/R","VGN-CS320D/R","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-CS320D/W","VGN-CS320D/W","A",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW495J/B","VGN-FW495J/B","B",40.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW495J/H","VGN-FW495J/H","B",40.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW495J/T","VGN-FW495J/T","B",40.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW485J/B","VGN-FW485J/B","B",40.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW485J/H","VGN-FW485J/H","B",40.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW485J/T","VGN-FW485J/T","B",40.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW465J/B","VGN-FW465J/B","B",38.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW465J/H","VGN-FW465J/H","B",38.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW465J/T","VGN-FW465J/T","B",38.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW480J/T","VGN-FW480J/T","B",38.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW460J/B","VGN-FW460J/B","B",34.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW460J/H","VGN-FW460J/H","B",34.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW455J/B","VGN-FW455J/B","B",41.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW455J/H","VGN-FW455J/H","B",41.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW455J/T","VGN-FW455J/T","B",41.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW450J/B","VGN-FW450J/B","B",40.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW450J/H","VGN-FW450J/H","B",40.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW450J/T","VGN-FW450J/T","B",40.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW455D/T","VGN-FW455D/T","B",41.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW455D/H","VGN-FW455D/H","B",41.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P698E/Q","VGN-P698E/Q","A",15.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P698E/R","VGN-P698E/R","A",15.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P688E/G","VGN-P688E/G","A",15.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P688E/Q","VGN-P688E/Q","A",15.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P688E/R","VGN-P688E/R","A",15.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P688E/W","VGN-P688E/W","A",15.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P688E/N","VGN-P688E/N","A",15.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P610/G","VGN-P610/G","A",12,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P610/Q","VGN-P610/Q","A",12,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P610/R","VGN-P610/R","A",12,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P610/W","VGN-P610/W","A",12,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P610/N","VGN-P610/N","A",12,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P699E/Q","VGN-P699E/Q","A",15.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-P699E/R","VGN-P699E/R","A",15.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW490","VGN-FW490","B",41.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-FW490C","VGN-FW490C","B",41.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-AW360J/B","VGN-AW360J/B","B",48.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-AW360J/H","VGN-AW360J/H","B",48.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-AW350J/B","VGN-AW350J/B","B",47.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-AW350J/H","VGN-AW350J/H","B",47.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-AW330J/H","VGN-AW330J/H","B",48.2,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-AW310J/H","VGN-AW310J/H","B",48.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW180J/S","VGN-NW180J/S","B",33.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW160J/S","VGN-NW160J/S","B",39.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW160J/T","VGN-NW160J/T","B",39.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW160J/W","VGN-NW160J/W","B",39.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW120J/S","VGN-NW120J/S","A",33.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW120J/W","VGN-NW120J/W","A",33.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW150J/S","VGN-NW150J/S","A",33.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW150J/T","VGN-NW150J/T","A",33.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW150J/W","VGN-NW150J/W","A",33.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW130J/S","VGN-NW130J/S","B",39.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW130J/T","VGN-NW130J/T","B",39.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW130J/W","VGN-NW130J/W","B",39.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW135J/S","VGN-NW135J/S","A",33.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW135J/T","VGN-NW135J/T","A",33.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW135J/W","VGN-NW135J/W","A",33.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW125J/T","VGN-NW125J/T","A",33.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW100","VGN-NW100","B",33.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW120D/S","VGN-NW120D/S","A",33.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW130D/T","VGN-NW130D/T","B",39.8,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Fujitsu","M2010","M2010","A",33,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW110D/S","VGN-NW110D/S","A",30.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW110D/T","VGN-NW110D/T","A",30.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Sony","VGN-NW110D/W","VGN-NW110D/W","A",30.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Apple","MacBook Air, 1.86GHz","MC233","A",20.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Apple","MacBook Air, 2.13GHz","MC234","A",20.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Apple","13-inch MacBook Pro, 2.26GHz","MB990","A",27.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Apple","13-inch MacBook Pro, 2.53GHz","MB991","A",27.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Apple","15-inch MacBook Pro, 2.53GHz","MC118","A",29.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Apple","15-inch MacBook Pro, 2.66GHz","MB985","B",30.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Apple","15-inch MacBook Pro, 2.8GHz","MB986","B",30.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Apple","15-inch MacBook Pro, 3.06GHz","Z0GH","B",30.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Apple","17-inch MacBook Pro, 2.8GHz","MC226","B",39.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Apple","17-inch MacBook Pro, 3.06GHz","Z0GW","B",39.1,"kWh/year","www.energystar.gov"
"Notebook/Tablet","ASUS","N60DP","N60D","B",47.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","Ideapad U350",2963,"A",21.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W500",4058,"B",36.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPadW500",4061,"B",36.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPadW500",4062,"B",36.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPadW500",4063,"B",36.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPadW500",4064,"B",36.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPadW500",4065,"B",36.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500",2055,"B",34.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500 ",2056,"B",34.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500 ",2081,"B",34.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500 ",2082,"B",34.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500 ",2083,"B",34.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500 ",2087,"B",34.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500 ",2088,"B",34.7,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500",2089,"A",27.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500 ",2241,"A",27.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500 ",2242,"A",27.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500 ",2243,"A",27.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500 ",2246,"A",27.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500 ",2247,"A",27.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T500 ",2261,"A",27.6,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400",2764,"B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400 ",2765,"B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400 ",2766,"B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400 ",2767,"B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400 ",2768,"B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400 ",2769,"B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400 ",2773,"B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400",6473,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400 ",6474,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400 ",6475,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400 ",7417,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400 ",7420,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400 ",7425,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400 ",7434,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400",7438,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400 ",7439,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400 ",7440,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400 ",7443,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400 ",7445,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400 ",7446,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400 ",7447,"A",26.9,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400",2782,"B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400 ",2783,"B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400 ",2784,"B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400 ",2786,"B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400 ",2787,"B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400 ",2788,"B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad R400 ","2789-xxx","B",33.5,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400s",-2815,"A",27.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400s ",2801,"A",27.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400s ",2808,"A",27.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400s ",2809,"A",27.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400s ",2823,"A",27.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400s ",2824,"A",27.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad T400s ",2825,"A",27.3,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Fujitsu","LifeBook T2020","LifeBook T2020","A",35.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinPad W700/W700ds",2753,"C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds",2752,"C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2754-5Ux","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2754-5Vx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2754-5Wx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2754-Exx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2754-Fxx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2754-Mxx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2758-4xx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2758-5xx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2758-6xx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2758-Exx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2758-Lxx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2758-Mxx","C",82.4,"kWh/year","www.energystar.gov"
"Notebook/Tablet","Lenovo","ThinkPad W700/W700ds","2758-Fxx","C",82.4,"kWh/year","www.energystar.gov"
