country=Armenia
massCO2PerEnergy
start,value
2000-01-01T00:00:00+00:00 (GMT),0.4568132
2001-01-01T00:00:00+00:00 (GMT),0.4576375
2002-01-01T00:00:00+00:00 (GMT),0.4539196
2003-01-01T00:00:00+00:00 (GMT),0.454663
2004-01-01T00:00:00+00:00 (GMT),0.3511494
2005-01-01T00:00:00+00:00 (GMT),0.40386
2006-01-01T00:00:00+00:00 (GMT),0.4419807
