country=Poland
massCO2PerEnergy
start,value
2000-01-01T00:00:00+00:00 (GMT),0.303266
2001-01-01T00:00:00+00:00 (GMT),0.310869
2002-01-01T00:00:00+00:00 (GMT),0.327408
2003-01-01T00:00:00+00:00 (GMT),0.315813
2004-01-01T00:00:00+00:00 (GMT),0.328574
2005-01-01T00:00:00+00:00 (GMT),0.332751
2006-01-01T00:00:00+00:00 (GMT),0.329134
