label,type,unit,per_unit,default
closedLoopDisposalCO2e,DECIMAL,kg,,false
openLoopDisposalCO2e,DECIMAL,kg,,false
movingGrateDisposalCO2e,DECIMAL,kg,,false
anaerobicDigestionDisposalCO2e,DECIMAL,kg,,false
compostDisposalCO2e,DECIMAL,kg,,false
landfillDisposalCO2e,DECIMAL,kg,,false
totalDisposalCO2e,DECIMAL,kg,,false
recycledEmbodiedCO2e,DECIMAL,kg,,false
virginEmbodiedCO2e,DECIMAL,kg,,false
totalCO2e,DECIMAL,kg,,true
comment,TEXT,,,false
