type=treatment
kgCO2ePerCubicMetre
start,value
2005-01-01T00:00:00+00:00 (GMT),0.641
2006-01-01T00:00:00+00:00 (GMT),0.406
2007-01-01T00:00:00+00:00 (GMT),0.476
2008-01-01T00:00:00+00:00 (GMT),0.693
2009-01-01T00:00:00+00:00 (GMT),0.75
2010-01-01T00:00:00+00:00 (GMT),0.70
