year,manufacturer,line,engineSize,transmission,sizeClass,cylinders,driveSystem,fuelType,indexNumber,mpgCity,mpgHighway,mpgCombined,releaseDate,units,source
2010,Chrysler Group LLC,Journey 2wd,3.5,Auto(A6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),521,16,24,19,06-Jul-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Nitro 2wd,3.7,Auto(A4),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),8,16,22,18,29-Jul-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Nitro 2wd,4,Auto(A5),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),12,16,21,18,29-Jun-2009,,http://www.fueleconomy.gov
2010,FOMOCO,EDGE FWD,3.5,Auto(A6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),180,18,25,20,01-Jun-2009,,http://www.fueleconomy.gov
2010,FOMOCO,ESCAPE FWD,2.5,Auto(A6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),13,21,28,23,27-Aug-2009,,http://www.fueleconomy.gov
2010,FOMOCO,ESCAPE FWD,2.5,Manual(M5),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),18,22,28,24,27-Jul-2009,,http://www.fueleconomy.gov
2010,FOMOCO,ESCAPE FWD FFV,3,Auto(A6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),200,19,25,21,27-Jul-2009,,http://www.fueleconomy.gov
2010,FOMOCO,ESCAPE HYBRID FWD,2.5,Auto(AV),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),7,34,31,32,27-Jul-2009,,http://www.fueleconomy.gov
2010,FOMOCO,EXPEDITION 2WD FFV,5.4,Auto(A6),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),196,14,20,16,29-Jun-2009,,http://www.fueleconomy.gov
2010,FOMOCO,EXPLORER 2WD,4,Auto(A5),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),89,14,20,16,15-Jun-2009,,http://www.fueleconomy.gov
2010,FOMOCO,EXPLORER 2WD,4.6,Auto(A6),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),93,15,21,17,15-Jun-2009,,http://www.fueleconomy.gov
2010,FOMOCO,FLEX FWD,3.5,Auto(A6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),80,17,24,20,06-Jul-2009,,http://www.fueleconomy.gov
2010,GM,ACADIA FWD,3.6,Auto(A6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),120,17,24,19,29-May-2009,,http://www.fueleconomy.gov
2010,GM,C1500 YUKON 2WD,5.3,Auto(A6),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),913,15,21,17,12-Oct-2009,,http://www.fueleconomy.gov
2010,GM,C1500 YUKON 2WD,6.2,Auto(A6),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),925,14,20,16,12-Oct-2009,,http://www.fueleconomy.gov
2010,GM,C1500 YUKON HYBRID 2WD,6,Auto(AV),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),970,21,22,22,12-Oct-2009,,http://www.fueleconomy.gov
2010,GM,C1500 YUKON XL 2WD,5.3,Auto(A6),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),914,15,21,17,12-Oct-2009,,http://www.fueleconomy.gov
2010,GM,C1500 YUKON XL 2WD,6.2,Auto(A6),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),927,14,20,16,12-Oct-2009,,http://www.fueleconomy.gov
2010,GM,TERRAIN FWD,2.4,Auto(A6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),143,22,32,26,29-May-2009,,http://www.fueleconomy.gov
2010,GM,TERRAIN FWD,3,Auto(A6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),174,17,25,20,29-Jun-2009,,http://www.fueleconomy.gov
2010,Honda,ACCORD CROSSTOUR 2WD,3.5,Auto(A5),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),40,18,27,21,20-Nov-2009,,http://www.fueleconomy.gov
2010,Honda,CR-V 2WD,2.4,Auto(A5),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),17,21,28,24,10-Sep-2009,,http://www.fueleconomy.gov
2010,Honda,ELEMENT 2WD,2.4,Auto(A5),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),27,20,25,22,06-Oct-2009,,http://www.fueleconomy.gov
2010,Honda,ELEMENT 2WD,2.4,Manual(M5),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),26,18,23,20,06-Oct-2009,,http://www.fueleconomy.gov
2010,Honda,PILOT 2WD,3.5,Auto(A5),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),7,17,23,19,29-May-2009,,http://www.fueleconomy.gov
2010,Hyundai,SANTA FE 2WD,2.4,Auto(A6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),25,20,28,23,15-Oct-2009,,http://www.fueleconomy.gov
2010,Hyundai,SANTA FE 2WD,2.4,Manual(M6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),26,19,26,22,15-Oct-2009,,http://www.fueleconomy.gov
2010,Hyundai,SANTA FE 2WD,3.5,Auto(A6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),28,20,26,23,15-Oct-2009,,http://www.fueleconomy.gov
2010,Hyundai,TUCSON 2WD,2.4,Manual(M6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),31,22,30,25,09-Nov-2009,,http://www.fueleconomy.gov
2010,Hyundai,TUCSON 2WD,2.4,Auto(A6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),29,23,31,26,09-Nov-2009,,http://www.fueleconomy.gov
2010,Hyundai,VERACRUZ 2WD,3.8,Auto(A6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),11,17,23,19,19-Jun-2009,,http://www.fueleconomy.gov
2010,Nissan,FX35 RWD,3.5,Auto(S7),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Premium Unleaded Recommended),92,16,23,19,01-Oct-2009,,http://www.fueleconomy.gov
2010,Nissan,QX56 2WD,5.6,Auto(A5),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Premium Unleaded Recommended),282,12,18,14,21-May-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Commander 2WD,3.7,Auto(A5),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),18,15,20,16,09-Jul-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Commander 2WD,5.7,Auto(A5),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),21,14,20,16,09-Jul-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Compass 2WD,2,Manual(M5),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),511,23,29,25,06-Jul-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Compass 2WD,2,Auto(AV),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),542,23,27,25,22-Aug-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Compass 2WD,2.4,Manual(M5),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),552,23,28,25,24-Aug-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Compass 2WD,2.4,Auto(AV),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),550,21,25,23,24-Aug-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Grand Cherokee 2WD,3.7,Auto(A5),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),16,16,21,18,29-Jun-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Grand Cherokee 2WD,5.7,Auto(A5),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),20,14,20,16,09-Jul-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Liberty 2WD,3.7,Auto(A4),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),9,16,22,18,29-Jul-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Patriot 2WD,2,Manual(M5),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),510,23,29,25,06-Jul-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Patriot 2WD,2,Auto(AV),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),543,23,27,25,22-Aug-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Patriot 2WD,2.4,Manual(M5),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),553,23,28,25,24-Aug-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Patriot 2WD,2.4,Auto(AV),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),551,21,25,23,24-Aug-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Wrangler 2WD,3.8,Auto(A4),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),120,15,20,17,03-Aug-2009,,http://www.fueleconomy.gov
2010,Kia,BORREGO 2WD,3.8,Auto(A5),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),11,17,21,18,01-Apr-2009,,http://www.fueleconomy.gov
2010,Kia,BORREGO 2WD,4.6,Auto(A6),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),13,15,22,18,01-Apr-2009,,http://www.fueleconomy.gov
2010,Kia,SPORTAGE 2WD,2,Auto(A4),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),19,20,25,22,19-Jun-2009,,http://www.fueleconomy.gov
2010,Kia,SPORTAGE 2WD,2,Manual(M5),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),20,20,25,22,19-Jun-2009,,http://www.fueleconomy.gov
2010,Kia,SPORTAGE 2WD,2.7,Auto(A4),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),18,18,23,20,19-Jun-2009,,http://www.fueleconomy.gov
2010,Toyota,RX 350,3.5,Auto(S6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Premium Unleaded Required),1,18,25,21,02-Jan-2009,,http://www.fueleconomy.gov
2010,Toyota,RX 450h,3.5,Auto(AV-S6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Premium Unleaded Required),18,32,28,30,01-Apr-2009,,http://www.fueleconomy.gov
2010,FOMOCO,MKT FWD,3.5,Auto(S6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),168,17,23,19,06-Jul-2009,,http://www.fueleconomy.gov
2010,FOMOCO,MKX FWD,3.5,Auto(A6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),182,18,25,20,26-May-2009,,http://www.fueleconomy.gov
2010,FOMOCO,NAVIGATOR 2WD FFV,5.4,Auto(A6),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),198,14,20,16,29-Jun-2009,,http://www.fueleconomy.gov
2010,MAZDA,CX-7 2WD,2.3,Auto(S6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Premium Unleaded Recommended),5,18,25,21,04-Aug-2009,,http://www.fueleconomy.gov
2010,MAZDA,CX-7 2WD,2.5,Auto(S5),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),10,20,28,23,04-Aug-2009,,http://www.fueleconomy.gov
2010,MAZDA,CX-9 2WD,3.7,Auto(S6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),17,16,22,18,04-Aug-2009,,http://www.fueleconomy.gov
2010,FOMOCO,TRIBUTE FWD,2.5,Manual(M5),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),19,22,28,24,27-Jul-2009,,http://www.fueleconomy.gov
2010,FOMOCO,TRIBUTE FWD,2.5,Auto(A6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),16,21,28,23,27-Aug-2009,,http://www.fueleconomy.gov
2010,FOMOCO,TRIBUTE FWD FFV,3,Auto(A6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),203,19,25,21,27-Jul-2009,,http://www.fueleconomy.gov
2010,FOMOCO,TRIBUTE HYBRID 2WD,2.5,Auto(AV),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),10,34,31,32,27-Jul-2009,,http://www.fueleconomy.gov
2010,Mercedes-Benz,GLK 350,3.5,Auto(A7),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Premium Unleaded Required),806,16,22,18,18-Jun-2009,,http://www.fueleconomy.gov
2010,Mercedes-Benz,ML 350,3.5,Auto(A7),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Premium Unleaded Required),38,16,21,18,26-Jun-2009,,http://www.fueleconomy.gov
2010,FOMOCO,MARINER FWD,2.5,Auto(A6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),14,21,28,23,27-Aug-2009,,http://www.fueleconomy.gov
2010,FOMOCO,MARINER FWD FFV,3,Auto(A6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),204,19,25,21,27-Jul-2009,,http://www.fueleconomy.gov
2010,FOMOCO,MARINER HYBRID FWD,2.5,Auto(AV),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),8,34,31,32,27-Jul-2009,,http://www.fueleconomy.gov
2010,FOMOCO,MOUNTAINEER 2WD,4,Auto(A5),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),97,14,20,16,15-Jun-2009,,http://www.fueleconomy.gov
2010,FOMOCO,MOUNTAINEER 2WD,4.6,Auto(A6),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),94,15,21,17,15-Jun-2009,,http://www.fueleconomy.gov
2010,Mitsubishi Motors Co,OUTLANDER 2WD,2.4,Auto(AV-S6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),211,21,27,24,17-Jun-2009,,http://www.fueleconomy.gov
2010,Mitsubishi Motors Co,OUTLANDER 2WD,3,Auto(S6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Premium Unleaded Recommended),213,19,25,21,20-Aug-2009,,http://www.fueleconomy.gov
2010,Mitsubishi Motors NA,ENDEAVOR 2WD,3.8,Auto(S4),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Premium Unleaded Recommended),411,15,21,18,26-May-2009,,http://www.fueleconomy.gov
2010,Nissan,ARMADA 2WD,5.6,Auto(A5),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),283,12,18,14,17-Apr-2009,,http://www.fueleconomy.gov
2010,Nissan,ARMADA 2WD FFV,5.6,Auto(A5),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),293,12,18,15,17-Apr-2009,,http://www.fueleconomy.gov
2010,Nissan,MURANO FWD,3.5,Auto(AV),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Premium Unleaded Recommended),91,18,23,20,25-Sep-2009,,http://www.fueleconomy.gov
2010,Nissan,PATHFINDER 2WD,4,Auto(S5),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Premium Unleaded Recommended),183,15,22,17,05-Aug-2009,,http://www.fueleconomy.gov
2010,Nissan,PATHFINDER FE+ 2WD,4,Auto(A5),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Premium Unleaded Recommended),196,15,22,18,05-Aug-2009,,http://www.fueleconomy.gov
2010,Nissan,ROGUE FWD,2.5,Auto(AV),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),81,22,27,24,28-Aug-2009,,http://www.fueleconomy.gov
2010,Nissan,XTERRA 2WD,4,Manual(M6),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),182,16,20,18,05-Aug-2009,,http://www.fueleconomy.gov
2010,Nissan,XTERRA 2WD,4,Auto(A5),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),187,15,21,17,05-Aug-2009,,http://www.fueleconomy.gov
2010,GM,OUTLOOK FWD,3.6,Auto(A6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),121,17,24,19,29-May-2009,,http://www.fueleconomy.gov
2010,GM,VUE FWD,2.4,Auto(A4),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),128,19,26,22,29-Jun-2009,,http://www.fueleconomy.gov
2010,GM,VUE FWD,3.6,Auto(A6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),130,17,24,19,29-Jun-2009,,http://www.fueleconomy.gov
2010,GM,VUE FWD,3.6,Auto(S6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),132,17,24,19,29-Jun-2009,,http://www.fueleconomy.gov
2010,GM,VUE FWD HYBRID,2.4,Auto(A4),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),140,25,32,28,30-Jun-2009,,http://www.fueleconomy.gov
2010,Suzuki,GRAND VITARA,2.4,Manual(M5),Special Purpose Vehicle SUV 2WD,4,R,Gasoline (Regular Unleaded Recommended),91,19,26,22,01-Jul-2009,,http://www.fueleconomy.gov
2010,Suzuki,GRAND VITARA,2.4,Auto(A4),Special Purpose Vehicle SUV 2WD,4,R,Gasoline (Regular Unleaded Recommended),93,19,25,21,01-Jul-2009,,http://www.fueleconomy.gov
2010,Suzuki,GRAND VITARA,3.2,Auto(A5),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),97,18,24,20,01-Jul-2009,,http://www.fueleconomy.gov
2010,Toyota,4RUNNER 2WD,2.7,Auto(A4),Special Purpose Vehicle SUV 2WD,4,R,Gasoline (Regular Unleaded Recommended),84,18,23,20,01-Nov-2009,,http://www.fueleconomy.gov
2010,Toyota,4RUNNER 2WD,4,Auto(S5),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),70,17,23,19,24-Sep-2009,,http://www.fueleconomy.gov
2010,Toyota,FJ CRUISER 2WD,4,Auto(A5),Special Purpose Vehicle SUV 2WD,6,R,Gasoline (Regular Unleaded Recommended),72,17,22,19,16-Sep-2009,,http://www.fueleconomy.gov
2010,Toyota,HIGHLANDER 2WD,2.7,Auto(S6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),58,20,27,22,23-Sep-2009,,http://www.fueleconomy.gov
2010,Toyota,HIGHLANDER 2WD,3.5,Auto(S5),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),61,18,24,20,23-Sep-2009,,http://www.fueleconomy.gov
2010,Toyota,RAV4 2WD,2.5,Auto(A4),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),56,22,28,24,17-Aug-2009,,http://www.fueleconomy.gov
2010,Toyota,RAV4 2WD,3.5,Auto(A5),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),59,19,27,22,17-Aug-2009,,http://www.fueleconomy.gov
2010,Toyota,SEQUOIA 2WD,4.6,Auto(S6),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),33,14,19,16,23-Apr-2009,,http://www.fueleconomy.gov
2010,Toyota,SEQUOIA 2WD,5.7,Auto(S6),Special Purpose Vehicle SUV 2WD,8,R,Gasoline (Regular Unleaded Recommended),37,14,19,15,23-Apr-2009,,http://www.fueleconomy.gov
2010,Toyota,VENZA,2.7,Auto(S6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Regular Unleaded Recommended),80,21,29,24,01-Nov-2009,,http://www.fueleconomy.gov
2010,Toyota,VENZA,3.5,Auto(S6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),82,19,26,22,01-Nov-2009,,http://www.fueleconomy.gov
2010,Audi,TIGUAN,2,Auto(S6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Premium Unleaded Recommended),50,18,24,21,12-Jun-2009,,http://www.fueleconomy.gov
2010,Audi,TIGUAN,2,Manual(M6),Special Purpose Vehicle SUV 2WD,4,F,Gasoline (Premium Unleaded Recommended),51,19,26,21,12-Jun-2009,,http://www.fueleconomy.gov
2010,Volvo,XC 60 FWD,3.2,Auto(S6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),13,18,27,21,31-Jul-2009,,http://www.fueleconomy.gov
2010,Volvo,XC90 FWD,3.2,Auto(S6),Special Purpose Vehicle SUV 2WD,6,F,Gasoline (Regular Unleaded Recommended),40,15,22,18,08-Jun-2009,,http://www.fueleconomy.gov
2010,Honda,MDX 4WD,3.5,Auto(S6),Special Purpose Vehicle SUV 4WD,6,A,Gasoline (Premium Unleaded Recommended),21,16,21,18,02-Dec-2009,,http://www.fueleconomy.gov
2010,Honda,RDX 4WD,2.3,Auto(S5),Special Purpose Vehicle SUV 4WD,4,A,Gasoline (Premium Unleaded Recommended),11,17,22,19,22-Jul-2009,,http://www.fueleconomy.gov
2010,Honda,ZDX 4WD,3.7,Auto(S6),Special Purpose Vehicle SUV 4WD,6,A,Gasoline (Premium Unleaded Recommended),42,16,23,19,15-Dec-2009,,http://www.fueleconomy.gov
2010,Audi,Q5,3.2,Auto(S6),Special Purpose Vehicle SUV 4WD,6,A,Gasoline (Premium Unleaded Recommended),48,18,23,20,11-Jun-2009,,http://www.fueleconomy.gov
2010,Audi,Q7,3,Auto(S6),Special Purpose Vehicle SUV 4WD,6,A,Diesel ultra low sulfur (15 ppm maximum),63,17,25,20,22-Jul-2009,,http://www.fueleconomy.gov
2010,Volkswagen,Q7,3.6,Auto(S6),Special Purpose Vehicle SUV 4WD,6,A,Gasoline (Premium Unleaded Recommended),62,14,19,16,20-Aug-2009,,http://www.fueleconomy.gov
2010,Audi,Q7,4.2,Auto(S6),Special Purpose Vehicle SUV 4WD,8,A,Gasoline (Premium Unleaded Recommended),11,13,18,15,29-May-2009,,http://www.fueleconomy.gov
2010,BMW,ActiveHybrid X6,4.4,Auto(S7),Special Purpose Vehicle SUV 4WD,8,A,Gasoline (Premium Unleaded Recommended),674,17,19,18,02-Oct-2009,,http://www.fueleconomy.gov
2010,BMW,X3 xDrive30i,3,Auto(S6),Special Purpose Vehicle SUV 4WD,6,A,Gasoline (Premium Unleaded Recommended),370,17,24,20,24-Sep-2009,,http://www.fueleconomy.gov
2010,BMW,X3 xDrive30i,3,Manual(M6),Special Purpose Vehicle SUV 4WD,6,A,Gasoline (Premium Unleaded Recommended),371,17,24,19,24-Sep-2009,,http://www.fueleconomy.gov
2010,BMW,X5 xDrive30i,3,Auto(S6),Special Purpose Vehicle SUV 4WD,6,A,Gasoline (Premium Unleaded Recommended),570,15,21,18,24-Sep-2009,,http://www.fueleconomy.gov
2010,BMW,X5 xDrive35d,3,Auto(S6),Special Purpose Vehicle SUV 4WD,6,A,Diesel ultra low sulfur (15 ppm maximum),572,19,26,22,24-Sep-2009,,http://www.fueleconomy.gov
2010,BMW,X5 xDrive48i,4.8,Auto(S6),Special Purpose Vehicle SUV 4WD,8,A,Gasoline (Premium Unleaded Recommended),573,14,19,16,24-Sep-2009,,http://www.fueleconomy.gov
2010,BMW,X5 xDriveM,4.4,Auto(S6),Special Purpose Vehicle SUV 4WD,8,A,Gasoline (Premium Unleaded Recommended),574,12,17,14,14-Aug-2009,,http://www.fueleconomy.gov
2010,BMW,X6 xDrive35i,3,Auto(S6),Special Purpose Vehicle SUV 4WD,6,A,Gasoline (Premium Unleaded Recommended),671,15,21,17,24-Sep-2009,,http://www.fueleconomy.gov
2010,BMW,X6 xDrive50i,4.4,Auto(S6),Special Purpose Vehicle SUV 4WD,8,A,Gasoline (Premium Unleaded Recommended),672,13,18,15,24-Sep-2009,,http://www.fueleconomy.gov
2010,BMW,X6 xDriveM,4.4,Auto(S6),Special Purpose Vehicle SUV 4WD,8,A,Gasoline (Premium Unleaded Recommended),673,12,17,14,14-Aug-2009,,http://www.fueleconomy.gov
2010,GM,ENCLAVE AWD,3.6,Auto(A6),Special Purpose Vehicle SUV 4WD,6,4,Gasoline (Regular Unleaded Recommended),126,16,22,18,29-May-2009,,http://www.fueleconomy.gov
2010,GM,ESCALADE AWD,6.2,Auto(A6),Special Purpose Vehicle SUV 4WD,8,A,Gasoline (Regular Unleaded Recommended),930,13,20,15,12-Oct-2009,,http://www.fueleconomy.gov
2010,GM,SRX AWD,2.8,Auto(S6),Special Purpose Vehicle SUV 4WD,6,A,Gasoline (Premium Unleaded Required),247,15,22,18,07-Dec-2009,,http://www.fueleconomy.gov
2010,GM,SRX AWD,3,Auto(S6),Special Purpose Vehicle SUV 4WD,6,A,Gasoline (Regular Unleaded Recommended),188,17,23,19,29-Jun-2009,,http://www.fueleconomy.gov
2010,GM,EQUINOX AWD,2.4,Auto(A6),Special Purpose Vehicle SUV 4WD,4,A,Gasoline (Regular Unleaded Recommended),144,20,29,23,29-May-2009,,http://www.fueleconomy.gov
2010,GM,EQUINOX AWD,3,Auto(A6),Special Purpose Vehicle SUV 4WD,6,A,Gasoline (Regular Unleaded Recommended),171,17,24,20,30-Jun-2009,,http://www.fueleconomy.gov
2010,GM,K1500 TAHOE 4WD,5.3,Auto(A6),Special Purpose Vehicle SUV 4WD,8,4,Gasoline (Regular Unleaded Recommended),942,15,21,17,12-Oct-2009,,http://www.fueleconomy.gov
2010,GM,K1500 TAHOE 4WD HYBRID,6,Auto(AV),Special Purpose Vehicle SUV 4WD,8,4,Gasoline (Regular Unleaded Recommended),975,21,22,21,12-Oct-2009,,http://www.fueleconomy.gov
2010,GM,TRAVERSE AWD,3.6,Auto(A6),Special Purpose Vehicle SUV 4WD,6,A,Gasoline (Regular Unleaded Recommended),124,16,23,19,29-May-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Journey 4wd,3.5,Auto(A6),Special Purpose Vehicle SUV 4WD,6,A,Gasoline (Regular Unleaded Recommended),522,15,23,18,06-Jul-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Nitro 4wd,3.7,Auto(A4),Special Purpose Vehicle SUV 4WD,6,4,Gasoline (Regular Unleaded Recommended),10,15,21,17,30-Jul-2009,,http://www.fueleconomy.gov
2010,Chrysler Group LLC,Nitro 4wd,4,Auto(A5),Special Purpose Vehicle SUV 4WD,6,4,Gasoline (Regular Unleaded Recommended),13,16,20,17,29-Jun-2009,,http://www.fueleconomy.gov
