year,manufacturer,line,engineSize,transmission,sizeClass,cylinders,driveSystem,fuelType,indexNumber,mpgCity,mpgHighway,mpgCombined,releaseDate,units,source
2008,ASTON MARTIN,V8 VANTAGE,4.3,Auto(S6),TWO SEATERS,8,R,P,12,13,20,15,6-Aug-07,,http://www.fueleconomy.gov
2008,ASTON MARTIN,V8 VANTAGE,4.3,Manual(M6),TWO SEATERS,8,R,P,11,12,19,15,6-Aug-07,,http://www.fueleconomy.gov
2008,AUDI,R8,4.2,Auto(S6),TWO SEATERS,8,4,P,19,13,19,15,17-Aug-07,,http://www.fueleconomy.gov
2008,AUDI,R8,4.2,Manual(M6),TWO SEATERS,8,4,P,19,13,20,15,17-Aug-07,,http://www.fueleconomy.gov
2008,AUDI,TT ROADSTER,2,Auto(S6),TWO SEATERS,4,F,P,5,22,29,25,15-Jan-07,,http://www.fueleconomy.gov
2008,AUDI,TT ROADSTER QUATTRO,3.2,Auto(S6),TWO SEATERS,6,4,P,8,18,24,20,15-Jan-07,,http://www.fueleconomy.gov
2008,AUDI,TT ROADSTER QUATTRO,3.2,Manual(M6),TWO SEATERS,6,4,P,8,17,24,19,15-Jan-07,,http://www.fueleconomy.gov
2008,BMW,Z4 3.0I,3,Auto(S6),TWO SEATERS,6,R,P,30,19,28,22,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,Z4 3.0I,3,Manual(M6),TWO SEATERS,6,R,P,30,18,28,21,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,Z4 3.0SI,3,Auto(S6),TWO SEATERS,6,R,P,30,19,28,22,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,Z4 3.0SI,3,Manual(M6),TWO SEATERS,6,R,P,30,18,28,21,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,Z4 COUPE,3,Auto(S6),TWO SEATERS,6,R,P,30,19,28,22,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,Z4 COUPE,3,Manual(M6),TWO SEATERS,6,R,P,30,18,28,21,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,Z4 M COUPE,3.2,Manual(M6),TWO SEATERS,6,R,P,32,15,23,18,3-Mar-08,,http://www.fueleconomy.gov
2008,BMW,Z4 M ROADSTER,3.2,Manual(M6),TWO SEATERS,6,R,P,32,15,23,18,3-Mar-08,,http://www.fueleconomy.gov
2008,BUGATTI,VEYRON,8,Auto(S6),TWO SEATERS,16,4,P,13,8,14,10,1-Jun-07,,http://www.fueleconomy.gov
2008,CADILLAC,XLR,4.4,Auto(S6),TWO SEATERS,8,R,P,24,14,21,16,29-Jun-07,,http://www.fueleconomy.gov
2008,CADILLAC,XLR,4.6,Auto(S6),TWO SEATERS,8,R,P,30,15,24,18,15-Jun-07,,http://www.fueleconomy.gov
2008,CHEVROLET,CORVETTE,6.2,Auto(S6),TWO SEATERS,8,R,P,26,15,25,18,12-Jun-07,,http://www.fueleconomy.gov
2008,CHEVROLET,CORVETTE,6.2,Manual(M6),TWO SEATERS,8,R,P,27,16,26,19,12-Jun-07,,http://www.fueleconomy.gov
2008,CHEVROLET,CORVETTE,7,Manual(M6),TWO SEATERS,8,R,P,35,15,24,18,18-Jun-07,,http://www.fueleconomy.gov
2008,CHRYSLER,CROSSFIRE COUPE,3.2,Auto(L5),TWO SEATERS,6,R,P,905,19,25,21,1-Jun-07,,http://www.fueleconomy.gov
2008,CHRYSLER,CROSSFIRE COUPE,3.2,Manual(M6),TWO SEATERS,6,R,P,905,15,23,18,1-Jun-07,,http://www.fueleconomy.gov
2008,CHRYSLER,CROSSFIRE ROADSTER,3.2,Auto(L5),TWO SEATERS,6,R,P,905,19,25,21,1-Jun-07,,http://www.fueleconomy.gov
2008,CHRYSLER,CROSSFIRE ROADSTER,3.2,Manual(M6),TWO SEATERS,6,R,P,905,15,23,18,1-Jun-07,,http://www.fueleconomy.gov
2008,DODGE,VIPER CONVERTIBLE,8.4,Manual(M6),TWO SEATERS,10,R,P,488,13,22,16,17-Aug-07,,http://www.fueleconomy.gov
2008,DODGE,VIPER COUPE,8.4,Manual(M6),TWO SEATERS,10,R,P,488,13,22,16,17-Aug-07,,http://www.fueleconomy.gov
2008,FERRARI,F430,4.3,Auto(A6),TWO SEATERS,8,R,P,1,11,16,13,1-Aug-07,,http://www.fueleconomy.gov
2008,FERRARI,F430,4.3,Manual(M6),TWO SEATERS,8,R,P,1,11,16,13,1-Aug-07,,http://www.fueleconomy.gov
2008,FERRARI,FERRARI 599 GTB FIORANO,5.9,Auto(A6),TWO SEATERS,12,R,P,2,11,15,12,16-Aug-07,,http://www.fueleconomy.gov
2008,FERRARI,FERRARI 599 GTB FIORANO,5.9,Manual(M6),TWO SEATERS,12,R,P,2,11,15,12,16-Aug-07,,http://www.fueleconomy.gov
2008,HONDA,S2000,2.2,Manual(M6),TWO SEATERS,4,R,P,6,18,25,21,17-Sep-07,,http://www.fueleconomy.gov
2008,LAMBORGHINI,GALLARDO COUPE,5,Auto(S6),TWO SEATERS,10,4,P,13,11,17,13,1-Jun-07,,http://www.fueleconomy.gov
2008,LAMBORGHINI,GALLARDO COUPE,5,Manual(M6),TWO SEATERS,10,4,P,13,10,17,13,1-Jun-07,,http://www.fueleconomy.gov
2008,LAMBORGHINI,GALLARDO SPYDER,5,Auto(S6),TWO SEATERS,10,4,P,13,10,16,12,1-Jun-07,,http://www.fueleconomy.gov
2008,LAMBORGHINI,GALLARDO SPYDER,5,Manual(M6),TWO SEATERS,10,4,P,13,10,15,12,1-Jun-07,,http://www.fueleconomy.gov
2008,LAMBORGHINI,MURCIELAGO,6.5,Auto(S6),TWO SEATERS,12,4,P,10,9,14,11,15-Nov-07,,http://www.fueleconomy.gov
2008,LAMBORGHINI,MURCIELAGO,6.5,Manual(M6),TWO SEATERS,12,4,P,10,8,13,10,15-Nov-07,,http://www.fueleconomy.gov
2008,LAMBORGHINI,MURCIELAGO REVENTON,6.5,Auto(S6),TWO SEATERS,12,4,P,10,9,14,11,15-Nov-07,,http://www.fueleconomy.gov
2008,LAMBORGHINI,MURCIELAGO ROADSTER,6.5,Auto(S6),TWO SEATERS,12,4,P,10,9,14,11,15-Nov-07,,http://www.fueleconomy.gov
2008,LAMBORGHINI,MURCIELAGO ROADSTER,6.5,Manual(M6),TWO SEATERS,12,4,P,10,8,13,10,15-Nov-07,,http://www.fueleconomy.gov
2008,LOTUS,ELISE/EXIGE,1.8,Manual(M6),TWO SEATERS,4,R,R,3,20,26,22,21-Dec-07,,http://www.fueleconomy.gov
2008,MAZDA,MX-5,2,Auto(S6),TWO SEATERS,4,R,P,3,20,27,23,8-Jun-07,,http://www.fueleconomy.gov
2008,MAZDA,MX-5,2,Manual(M5),TWO SEATERS,4,R,P,3,22,27,24,8-Jun-07,,http://www.fueleconomy.gov
2008,MAZDA,MX-5,2,Manual(M6),TWO SEATERS,4,R,P,3,21,28,24,8-Jun-07,,http://www.fueleconomy.gov
2008,MERCEDES-BENZ,SL55 AMG,5.4,Auto(S5),TWO SEATERS,8,R,P,3,12,17,14,11-Jun-07,,http://www.fueleconomy.gov
2008,MERCEDES-BENZ,SL550,5.5,Auto(L7),TWO SEATERS,8,R,P,20,14,21,16,11-Jun-07,,http://www.fueleconomy.gov
2008,MERCEDES-BENZ,SL600,5.5,Auto(L5),TWO SEATERS,12,R,P,16,11,18,14,11-Jun-07,,http://www.fueleconomy.gov
2008,MERCEDES-BENZ,SL65 AMG,6,Auto(S5),TWO SEATERS,12,R,P,17,11,18,14,11-Jun-07,,http://www.fueleconomy.gov
2008,MERCEDES-BENZ,SLK280,3,Auto(L7),TWO SEATERS,6,R,P,12,18,24,20,1-Jul-07,,http://www.fueleconomy.gov
2008,MERCEDES-BENZ,SLK280,3,Manual(M6),TWO SEATERS,6,R,P,12,17,25,20,1-Jul-07,,http://www.fueleconomy.gov
2008,MERCEDES-BENZ,SLK350,3.5,Auto(L7),TWO SEATERS,6,R,P,15,17,23,19,1-Jul-07,,http://www.fueleconomy.gov
2008,MERCEDES-BENZ,SLK350,3.5,Manual(M6),TWO SEATERS,6,R,P,15,16,23,19,1-Jul-07,,http://www.fueleconomy.gov
2008,MERCEDES-BENZ,SLK55 AMG,5.4,Auto(S7),TWO SEATERS,8,R,P,21,14,20,16,16-Jul-07,,http://www.fueleconomy.gov
2008,MERCEDES-BENZ,SLR,5.4,Auto(S5),TWO SEATERS,8,R,P,58,12,16,13,1-Oct-07,,http://www.fueleconomy.gov
2008,MERCEDES-BENZ,SMART FORTWO (CONVERTIBLE),1,Auto(S5),TWO SEATERS,3,R,P,667,33,41,36,14-Jan-08,,http://www.fueleconomy.gov
2008,MERCEDES-BENZ,SMART FORTWO (COUPE),1,Auto(S5),TWO SEATERS,3,R,P,666,33,41,36,14-Jan-08,,http://www.fueleconomy.gov
2008,NISSAN,350Z,3.5,Auto(S5),TWO SEATERS,6,R,P,44,17,24,20,9-Oct-07,,http://www.fueleconomy.gov
2008,NISSAN,350Z,3.5,Manual(M6),TWO SEATERS,6,R,P,44,18,25,20,9-Oct-07,,http://www.fueleconomy.gov
2008,NISSAN,350Z ROADSTER,3.5,Auto(S5),TWO SEATERS,6,R,P,45,17,23,19,9-Oct-07,,http://www.fueleconomy.gov
2008,NISSAN,350Z ROADSTER,3.5,Manual(M6),TWO SEATERS,6,R,P,45,17,24,20,9-Oct-07,,http://www.fueleconomy.gov
2008,PONTIAC,SOLSTICE,2,Auto(L5),TWO SEATERS,4,R,P,19,19,26,21,13-Jun-07,,http://www.fueleconomy.gov
2008,PONTIAC,SOLSTICE,2,Manual(M5),TWO SEATERS,4,R,P,20,19,28,22,13-Jun-07,,http://www.fueleconomy.gov
2008,PONTIAC,SOLSTICE,2.4,Auto(L5),TWO SEATERS,4,R,P,17,19,24,21,15-Jul-07,,http://www.fueleconomy.gov
2008,PONTIAC,SOLSTICE,2.4,Manual(M5),TWO SEATERS,4,R,P,18,19,25,21,15-Jul-07,,http://www.fueleconomy.gov
2008,PORSCHE,911 GT2,3.6,Manual(M6),TWO SEATERS,6,R,P,900,16,23,19,8-Nov-07,,http://www.fueleconomy.gov
2008,PORSCHE,BOXSTER,2.7,Auto(L5),TWO SEATERS,6,R,P,100,19,26,21,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,BOXSTER,2.7,Manual(M5),TWO SEATERS,6,R,P,100,20,29,23,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,BOXSTER,2.7,Manual(M6),TWO SEATERS,6,R,P,100,19,28,22,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,BOXSTER S,3.4,Auto(L5),TWO SEATERS,6,R,P,650,18,25,21,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,BOXSTER S,3.4,Manual(M6),TWO SEATERS,6,R,P,650,18,26,21,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CAYMAN,2.7,Auto(L5),TWO SEATERS,6,R,P,100,19,26,21,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CAYMAN,2.7,Manual(M5),TWO SEATERS,6,R,P,100,20,29,23,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CAYMAN,2.7,Manual(M6),TWO SEATERS,6,R,P,100,19,28,22,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CAYMAN S,3.4,Auto(L5),TWO SEATERS,6,R,P,650,18,25,21,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CAYMAN S,3.4,Manual(M6),TWO SEATERS,6,R,P,650,18,26,21,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,GT3       911 GT3,3.6,Manual(M6),TWO SEATERS,6,R,P,670,15,22,18,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,GT3 RS    911 GT3 RS,3.6,Manual(M6),TWO SEATERS,6,R,P,670,15,22,18,20-Jun-07,,http://www.fueleconomy.gov
2008,SATURN,SKY,2,Auto(L5),TWO SEATERS,4,R,P,19,19,26,21,13-Jun-07,,http://www.fueleconomy.gov
2008,SATURN,SKY,2,Manual(M5),TWO SEATERS,4,R,P,20,19,28,22,13-Jun-07,,http://www.fueleconomy.gov
2008,SATURN,SKY,2.4,Auto(L5),TWO SEATERS,4,R,P,17,19,24,21,15-Jul-07,,http://www.fueleconomy.gov
2008,SATURN,SKY,2.4,Manual(M5),TWO SEATERS,4,R,P,18,19,25,21,15-Jul-07,,http://www.fueleconomy.gov
2008,SHLBY,SHELBY MUSTANG GT,4.6,Manual(M5),TWO SEATERS,8,R,P,1,15,22,17,25-Sep-07,,http://www.fueleconomy.gov
2008,ASTON MARTIN,DB9 COUPE,5.9,Auto(S6),MINICOMPACT CARS,12,R,P,4,11,18,13,6-Aug-07,,http://www.fueleconomy.gov
2008,ASTON MARTIN,DB9 COUPE,5.9,Manual(M6),MINICOMPACT CARS,12,R,P,1,10,16,12,6-Aug-07,,http://www.fueleconomy.gov
2008,ASTON MARTIN,DB9 VOLANTE,5.9,Auto(S6),MINICOMPACT CARS,12,R,P,3,11,17,13,6-Aug-07,,http://www.fueleconomy.gov
2008,ASTON MARTIN,DB9 VOLANTE,5.9,Manual(M6),MINICOMPACT CARS,12,R,P,2,10,16,12,6-Aug-07,,http://www.fueleconomy.gov
2008,AUDI,TT COUPE,2,Auto(S6),MINICOMPACT CARS,4,F,P,5,23,31,26,15-Jan-07,,http://www.fueleconomy.gov
2008,JAGUAR,JAGUAR XK,4.2,Auto(L6),MINICOMPACT CARS,8,R,P,309,16,25,19,7-May-08,,http://www.fueleconomy.gov
2008,JAGUAR,JAGUAR XK CONVERTIBLE,4.2,Auto(L6),MINICOMPACT CARS,8,R,P,309,16,25,19,7-May-08,,http://www.fueleconomy.gov
2008,JAGUAR,JAGUAR XKR,4.2,Auto(L6),MINICOMPACT CARS,8,R,P,310,15,23,18,7-May-08,,http://www.fueleconomy.gov
2008,JAGUAR,JAGUAR XKR CONVERTIBLE,4.2,Auto(L6),MINICOMPACT CARS,8,R,P,310,15,23,18,7-May-08,,http://www.fueleconomy.gov
2008,LEXUS,SC 430,4.3,Auto(S6),MINICOMPACT CARS,8,R,P,15,16,23,19,22-Aug-07,,http://www.fueleconomy.gov
2008,MINI,MINI COOPER,1.6,Auto(S6),MINICOMPACT CARS,4,F,P,12,26,34,29,1-Dec-07,,http://www.fueleconomy.gov
2008,MINI,MINI COOPER,1.6,Manual(M6),MINICOMPACT CARS,4,F,P,12,28,37,32,1-Dec-07,,http://www.fueleconomy.gov
2008,MINI,MINI COOPER CONVERTIBLE,1.6,Auto(AV),MINICOMPACT CARS,4,F,P,16,22,30,25,1-Sep-07,,http://www.fueleconomy.gov
2008,MINI,MINI COOPER CONVERTIBLE,1.6,Manual(M5),MINICOMPACT CARS,4,F,P,16,23,32,26,1-Sep-07,,http://www.fueleconomy.gov
2008,MINI,MINI COOPER S,1.6,Auto(S6),MINICOMPACT CARS,4,F,P,14,23,32,27,1-Dec-07,,http://www.fueleconomy.gov
2008,MINI,MINI COOPER S,1.6,Manual(M6),MINICOMPACT CARS,4,F,P,14,26,34,29,1-Dec-07,,http://www.fueleconomy.gov
2008,MINI,MINI COOPER S CONVERTIBLE,1.6,Auto(S6),MINICOMPACT CARS,4,F,P,17,19,29,23,1-Sep-07,,http://www.fueleconomy.gov
2008,MINI,MINI COOPER S CONVERTIBLE,1.6,Manual(M6),MINICOMPACT CARS,4,F,P,17,21,29,24,1-Sep-07,,http://www.fueleconomy.gov
2008,MITSUBISHI,ECLIPSE SPYDER,2.4,Auto(S4),MINICOMPACT CARS,4,F,R,26,19,26,22,2-Apr-07,,http://www.fueleconomy.gov
2008,MITSUBISHI,ECLIPSE SPYDER,2.4,Manual(M5),MINICOMPACT CARS,4,F,R,26,19,26,22,2-Apr-07,,http://www.fueleconomy.gov
2008,MITSUBISHI,ECLIPSE SPYDER,3.8,Auto(S5),MINICOMPACT CARS,6,F,P,27,16,24,19,2-Apr-07,,http://www.fueleconomy.gov
2008,MITSUBISHI,ECLIPSE SPYDER,3.8,Manual(M6),MINICOMPACT CARS,6,F,P,27,16,25,19,2-Apr-07,,http://www.fueleconomy.gov
2008,PORSCHE,911 TURBO,3.6,Auto(L5),MINICOMPACT CARS,6,4,P,900,15,23,18,8-Nov-07,,http://www.fueleconomy.gov
2008,PORSCHE,911 TURBO,3.6,Manual(M6),MINICOMPACT CARS,6,4,P,900,16,23,18,8-Nov-07,,http://www.fueleconomy.gov
2008,PORSCHE,911 TURBO CABRIOLET,3.6,Auto(L5),MINICOMPACT CARS,6,4,P,900,15,23,18,8-Nov-07,,http://www.fueleconomy.gov
2008,PORSCHE,911 TURBO CABRIOLET,3.6,Manual(M6),MINICOMPACT CARS,6,4,P,900,15,24,18,8-Nov-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 2 CABRIOLET,3.6,Auto(L5),MINICOMPACT CARS,6,R,P,300,18,24,20,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 2 CABRIOLET,3.6,Manual(M6),MINICOMPACT CARS,6,R,P,300,18,26,21,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 2 COUPE,3.6,Auto(L5),MINICOMPACT CARS,6,R,P,300,18,24,20,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 2 COUPE,3.6,Manual(M6),MINICOMPACT CARS,6,R,P,300,18,26,21,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 2 S CABRIOLET,3.8,Auto(L5),MINICOMPACT CARS,6,R,P,400,17,24,20,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 2 S CABRIOLET,3.8,Manual(M6),MINICOMPACT CARS,6,R,P,400,17,25,20,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 2 S COUPE,3.8,Auto(L5),MINICOMPACT CARS,6,R,P,400,17,24,20,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 2 S COUPE,3.8,Manual(M6),MINICOMPACT CARS,6,R,P,400,17,25,20,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 4 CABRIOLET,3.6,Auto(L5),MINICOMPACT CARS,6,4,P,300,17,24,19,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 4 CABRIOLET,3.6,Manual(M6),MINICOMPACT CARS,6,4,P,300,17,25,20,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 4 COUPE,3.6,Auto(L5),MINICOMPACT CARS,6,4,P,300,17,24,19,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 4 COUPE,3.6,Manual(M6),MINICOMPACT CARS,6,4,P,300,17,25,20,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 4 S CABRIOLET,3.8,Auto(L5),MINICOMPACT CARS,6,4,P,400,17,23,19,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 4 S CABRIOLET,3.8,Manual(M6),MINICOMPACT CARS,6,4,P,400,16,24,19,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 4 S COUPE,3.8,Auto(L5),MINICOMPACT CARS,6,4,P,400,17,23,19,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 4 S COUPE,3.8,Manual(M6),MINICOMPACT CARS,6,4,P,400,16,24,19,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 4 S TARGA,3.8,Auto(L5),MINICOMPACT CARS,6,4,P,400,17,23,19,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 4 S TARGA,3.8,Manual(M6),MINICOMPACT CARS,6,4,P,400,16,24,19,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 4 TARGA,3.6,Auto(L5),MINICOMPACT CARS,6,4,P,300,17,24,19,20-Jun-07,,http://www.fueleconomy.gov
2008,PORSCHE,CARRERA 4 TARGA,3.6,Manual(M6),MINICOMPACT CARS,6,4,P,300,17,25,20,20-Jun-07,,http://www.fueleconomy.gov
2008,VOLKSWAGEN,NEW BEETLE CONVERTIBLE,2.5,Auto(S6),MINICOMPACT CARS,5,F,R,17,20,28,23,15-Jun-07,,http://www.fueleconomy.gov
2008,VOLKSWAGEN,NEW BEETLE CONVERTIBLE,2.5,Manual(M5),MINICOMPACT CARS,5,F,R,17,20,28,23,15-Jun-07,,http://www.fueleconomy.gov
2008,AUDI,A4 CABRIOLET,2,Auto(AV),SUBCOMPACT CARS,4,F,P,12,21,30,24,1-Jun-07,,http://www.fueleconomy.gov
2008,AUDI,A4 CABRIOLET QUATTRO,2,Auto(S6),SUBCOMPACT CARS,4,4,P,12,19,27,22,1-Jun-07,,http://www.fueleconomy.gov
2008,AUDI,A4 CABRIOLET QUATTRO,3.1,Auto(S6),SUBCOMPACT CARS,6,4,P,22,17,25,20,15-Jun-07,,http://www.fueleconomy.gov
2008,AUDI,A5 QUATTRO,3.2,Auto(S6),SUBCOMPACT CARS,6,4,P,27,18,27,21,4-Dec-07,,http://www.fueleconomy.gov
2008,AUDI,A5 QUATTRO,3.2,Manual(M6),SUBCOMPACT CARS,6,4,P,27,16,27,20,4-Dec-07,,http://www.fueleconomy.gov
2008,AUDI,RS4 CABRIOLET,4.2,Manual(M6),SUBCOMPACT CARS,8,4,P,19,12,19,14,17-Aug-07,,http://www.fueleconomy.gov
2008,AUDI,S4 CABRIOLET,4.2,Auto(S6),SUBCOMPACT CARS,8,4,P,18,14,21,16,1-Jun-07,,http://www.fueleconomy.gov
2008,AUDI,S4 CABRIOLET,4.2,Manual(M6),SUBCOMPACT CARS,8,4,P,18,13,19,15,1-Jun-07,,http://www.fueleconomy.gov
2008,AUDI,S5,4.2,Auto(S6),SUBCOMPACT CARS,8,4,P,23,16,22,19,20-Dec-07,,http://www.fueleconomy.gov
2008,AUDI,S5,4.2,Manual(M6),SUBCOMPACT CARS,8,4,P,23,14,21,16,20-Dec-07,,http://www.fueleconomy.gov
2008,AUDI,TT COUPE QUATTRO,3.2,Auto(S6),SUBCOMPACT CARS,6,4,P,8,18,24,20,15-Jan-07,,http://www.fueleconomy.gov
2008,AUDI,TT COUPE QUATTRO,3.2,Manual(M6),SUBCOMPACT CARS,6,4,P,8,17,24,19,15-Jan-07,,http://www.fueleconomy.gov
2008,BENTLEY,CONTINENTAL GTC,6,Auto(S6),SUBCOMPACT CARS,12,4,P,26,10,17,12,20-Aug-07,,http://www.fueleconomy.gov
2008,BMW,128I,3,Auto(S6),SUBCOMPACT CARS,6,R,P,30,19,28,22,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,128I,3,Manual(M6),SUBCOMPACT CARS,6,R,P,30,18,28,21,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,128I CONVERTIBLE,3,Auto(S6),SUBCOMPACT CARS,6,R,P,30,18,27,21,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,128I CONVERTIBLE,3,Manual(M6),SUBCOMPACT CARS,6,R,P,30,18,28,21,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,135I,3,Auto(S6),SUBCOMPACT CARS,6,R,P,35,18,26,21,31-Dec-07,,http://www.fueleconomy.gov
2008,BMW,135I,3,Manual(M6),SUBCOMPACT CARS,6,R,P,35,17,25,20,31-Dec-07,,http://www.fueleconomy.gov
2008,BMW,135I CONVERTIBLE,3,Auto(S6),SUBCOMPACT CARS,6,R,P,35,17,26,20,31-Dec-07,,http://www.fueleconomy.gov
2008,BMW,135I CONVERTIBLE,3,Manual(M6),SUBCOMPACT CARS,6,R,P,35,17,26,20,31-Dec-07,,http://www.fueleconomy.gov
2008,BMW,328CI,3,Auto(S6),SUBCOMPACT CARS,6,R,P,30,19,28,22,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,328CI,3,Manual(M6),SUBCOMPACT CARS,6,R,P,30,18,28,21,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,328CI CONVERTIBLE,3,Auto(S6),SUBCOMPACT CARS,6,R,P,30,18,27,21,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,328CI CONVERTIBLE,3,Manual(M6),SUBCOMPACT CARS,6,R,P,30,17,27,20,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,328CXI,3,Auto(S6),SUBCOMPACT CARS,6,4,P,30,17,25,20,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,328CXI,3,Manual(M6),SUBCOMPACT CARS,6,4,P,30,17,25,20,16-Apr-08,,http://www.fueleconomy.gov
2008,BMW,335CI,3,Auto(S6),SUBCOMPACT CARS,6,R,P,35,17,26,20,31-Dec-07,,http://www.fueleconomy.gov
2008,BMW,335CI,3,Manual(M6),SUBCOMPACT CARS,6,R,P,35,17,26,20,31-Dec-07,,http://www.fueleconomy.gov
2008,BMW,335CI CONVERTIBLE,3,Auto(S6),SUBCOMPACT CARS,6,R,P,35,17,26,20,31-Dec-07,,http://www.fueleconomy.gov
2008,BMW,335CI CONVERTIBLE,3,Manual(M6),SUBCOMPACT CARS,6,R,P,35,17,26,20,31-Dec-07,,http://www.fueleconomy.gov
2008,BMW,335CXI,3,Auto(S6),SUBCOMPACT CARS,6,4,P,35,17,25,20,31-Dec-07,,http://www.fueleconomy.gov
2008,BMW,335CXI,3,Manual(M6),SUBCOMPACT CARS,6,4,P,35,16,25,19,31-Dec-07,,http://www.fueleconomy.gov
2008,BMW,650CI,4.8,Auto(S6),SUBCOMPACT CARS,8,R,P,48,15,23,18,1-Sep-07,,http://www.fueleconomy.gov
2008,BMW,650CI,4.8,Manual(M6),SUBCOMPACT CARS,8,R,P,48,15,22,18,1-Sep-07,,http://www.fueleconomy.gov
2008,BMW,650CI CONVERTIBLE,4.8,Auto(S6),SUBCOMPACT CARS,8,R,P,48,15,23,18,1-Sep-07,,http://www.fueleconomy.gov
2008,BMW,650CI CONVERTIBLE,4.8,Manual(M6),SUBCOMPACT CARS,8,R,P,48,14,21,16,1-Sep-07,,http://www.fueleconomy.gov
2008,BMW,M3 CONVERTIBLE,4,Auto(S7),SUBCOMPACT CARS,8,R,P,41,14,20,16,23-Apr-08,,http://www.fueleconomy.gov
2008,BMW,M3 CONVERTIBLE,4,Manual(M6),SUBCOMPACT CARS,8,R,P,40,13,19,16,1-Mar-08,,http://www.fueleconomy.gov
2008,BMW,M3 COUPE,4,Auto(S7),SUBCOMPACT CARS,8,R,P,41,14,20,16,23-Apr-08,,http://www.fueleconomy.gov
2008,BMW,M3 COUPE,4,Manual(M6),SUBCOMPACT CARS,8,R,P,40,14,20,16,1-Mar-08,,http://www.fueleconomy.gov
2008,BMW,M6,5,Auto(S7),SUBCOMPACT CARS,10,R,P,50,11,17,13,1-Sep-07,,http://www.fueleconomy.gov
2008,BMW,M6,5,Manual(M6),SUBCOMPACT CARS,10,R,P,51,11,17,13,1-Sep-07,,http://www.fueleconomy.gov
2008,BMW,M6 CONVERTIBLE,5,Auto(S7),SUBCOMPACT CARS,10,R,P,50,11,17,13,1-Sep-07,,http://www.fueleconomy.gov
2008,BMW,M6 CONVERTIBLE,5,Manual(M6),SUBCOMPACT CARS,10,R,P,51,11,17,13,1-Sep-07,,http://www.fueleconomy.gov
2008,CHEVROLET,AVEO 5,1.6,Auto(A4),SUBCOMPACT CARS,4,F,R,2,23,32,26,28-May-07,,http://www.fueleconomy.gov
2008,CHEVROLET,AVEO 5,1.6,Manual(M5),SUBCOMPACT CARS,4,F,R,2,24,34,27,28-May-07,,http://www.fueleconomy.gov
2008,CHEVROLET,COBALT,2,Manual(M5),SUBCOMPACT CARS,4,F,P,55,22,30,25,22-Feb-08,,http://www.fueleconomy.gov
