"brand","model","energyPerTime","units","source"
"Absocold","ARD1031F*11R/L",309,"kWh/year","www.energystar.gov"
"Absocold","ARD298C*10R/L",290,"kWh/year","www.energystar.gov"
"Absocold","ARD492AS10R/L",316,"kWh/year","www.energystar.gov"
"Absocold","ARD565P*11R/L",268,"kWh/year","www.energystar.gov"
"Absocold","GARD562MG10R/L",268,"kWh/year","www.energystar.gov"
"Aga","AFHR-36***",452,"kWh/year","www.energystar.gov"
"Amana","ABB1922FE*",448,"kWh/year","www.energystar.gov"
"Amana","ABB1927VE*",448,"kWh/year","www.energystar.gov"
"Amana","ABB2222FE*",459,"kWh/year","www.energystar.gov"
"Amana","ABB2227VE*",459,"kWh/year","www.energystar.gov"
"Amana","ABB2522FE*",475,"kWh/year","www.energystar.gov"
"Amana","ABL1922FE*",448,"kWh/year","www.energystar.gov"
"Amana","ABL1927VE*",448,"kWh/year","www.energystar.gov"
"Amana","ABL2222FE*",459,"kWh/year","www.energystar.gov"
"Amana","ABL2227VE*",459,"kWh/year","www.energystar.gov"
"Amana","ABL2522FE*",475,"kWh/year","www.energystar.gov"
"Amana","ABR1922FE*",448,"kWh/year","www.energystar.gov"
"Amana","ABR1927VE*",448,"kWh/year","www.energystar.gov"
"Amana","ABR2222FE*",459,"kWh/year","www.energystar.gov"
"Amana","ABR2277VE*",459,"kWh/year","www.energystar.gov"
"Amana","ABR2522FE*",475,"kWh/year","www.energystar.gov"
"Amana","AFB2234WR*",459,"kWh/year","www.energystar.gov"
"Amana","ASD2520WR*0*",577,"kWh/year","www.energystar.gov"
"Amana","ASD2522WE*0*",577,"kWh/year","www.energystar.gov"
"Amana","ASD2522WR*0*",577,"kWh/year","www.energystar.gov"
"Amana","ASD2524VE*0*",580,"kWh/year","www.energystar.gov"
"Amana","ASD2526VE*0*",580,"kWh/year","www.energystar.gov"
"Amana","ASD2627KE*",580,"kWh/year","www.energystar.gov"
"Amana","KB(RL)S19KT**",448,"kWh/year","www.energystar.gov"
"Avanti","1201W-1",277,"kWh/year","www.energystar.gov"
"Avanti","BCA1800W-1",278,"kWh/year","www.energystar.gov"
"Avanti","BCA1801B-1",278,"kWh/year","www.energystar.gov"
"Avanti","BCA1802SS-1",278,"kWh/year","www.energystar.gov"
"Avanti","BCA3281B-1",246,"kWh/year","www.energystar.gov"
"Avanti","BCA4560W-2",324,"kWh/year","www.energystar.gov"
"Avanti","BCA4561B-2",324,"kWh/year","www.energystar.gov"
"Avanti","BCA4562SS-2",324,"kWh/year","www.energystar.gov"
"Avanti","BCA902W",247,"kWh/year","www.energystar.gov"
"Avanti","FFBM920W",405,"kWh/year","www.energystar.gov"
"Avanti","FFBM921PS",405,"kWh/year","www.energystar.gov"
"Avanti","RM3250W-1",242,"kWh/year","www.energystar.gov"
"Avanti","RM3251B-1",242,"kWh/year","www.energystar.gov"
"Avanti","RM3252SS-1",242,"kWh/year","www.energystar.gov"
"Avanti","RM901W",230,"kWh/year","www.energystar.gov"
"Beaumark","39631UGX****",548,"kWh/year","www.energystar.gov"
"Beaumark","39639USX****",548,"kWh/year","www.energystar.gov"
"Beaumark","BRT18HP7G*",383,"kWh/year","www.energystar.gov"
"Beaumark","BRT18HP7J*",383,"kWh/year","www.energystar.gov"
"Black&Decker","BCE27",261,"kWh/year","www.energystar.gov"
"Black&Decker","BCE46",274,"kWh/year","www.energystar.gov"
"Blomberg","BRFB0900",388,"kWh/year","www.energystar.gov"
"Blomberg","BRFB1450",400,"kWh/year","www.energystar.gov"
"Blomberg","BRFB1040",405,"kWh/year","www.energystar.gov"
"Blomberg","BRFB1150",380,"kWh/year","www.energystar.gov"
"Bosch","B20CS51SN*",518,"kWh/year","www.energystar.gov"
"Bosch","B20CS81SN*",518,"kWh/year","www.energystar.gov"
"Bosch","B22CS30SN*",545,"kWh/year","www.energystar.gov"
"Bosch","B22CS50SN*",539,"kWh/year","www.energystar.gov"
"Bosch","B22CS80SN*",539,"kWh/year","www.energystar.gov"
"Bosch","B24IR70*",278,"kWh/year","www.energystar.gov"
"Bosch","B30IR70*",319,"kWh/year","www.energystar.gov"
"Bosch","B36*T71*N*",448,"kWh/year","www.energystar.gov"
"Bosch","B36IB70*",435,"kWh/year","www.energystar.gov"
"Bosch","B36IT71NNP",448,"kWh/year","www.energystar.gov"
"Crosley","CRSE234J*",549,"kWh/year","www.energystar.gov"
"Crosley","CRSE264G*",582,"kWh/year","www.energystar.gov"
"Crosley","CRSE265G*",582,"kWh/year","www.energystar.gov"
"Crosley","CRSE266J*",582,"kWh/year","www.energystar.gov"
"Crosley","CRSE266J**",582,"kWh/year","www.energystar.gov"
"Crosley","CRTE184HJ*",376,"kWh/year","www.energystar.gov"
"Crosley","CRTE187J*",383,"kWh/year","www.energystar.gov"
"Crosley","FFCR18/W3",358,"kWh/year","www.energystar.gov"
"Crosley","WCR18/W3",319,"kWh/year","www.energystar.gov"
"Dacor","EF36BNNF**",451,"kWh/year","www.energystar.gov"
"Dacor","EF36LNB**0*",453,"kWh/year","www.energystar.gov"
"Dacor","EF36RNB**0*",453,"kWh/year","www.energystar.gov"
"Dacor","IF36BNNF**",451,"kWh/year","www.energystar.gov"
"Dacor","IF36LNB**0*",453,"kWh/year","www.energystar.gov"
"Dacor","IF36RNB**0*",453,"kWh/year","www.energystar.gov"
"Dacor","OF24LS",321,"kWh/year","www.energystar.gov"
"Dacor","OF24RS",321,"kWh/year","www.energystar.gov"
"Dacor","PF36BNNF**",451,"kWh/year","www.energystar.gov"
"Danby","D1866WE",319,"kWh/year","www.energystar.gov"
"Danby","DCR059*",252,"kWh/year","www.energystar.gov"
"Danby","DCR326BSL",337,"kWh/year","www.energystar.gov"
"Danby","DFF1776WE",358,"kWh/year","www.energystar.gov"
"Danby","DKC645BLS",328,"kWh/year","www.energystar.gov"
"DanbyDesigner","DAR1102WE",306,"kWh/year","www.energystar.gov"
"DanbyDesigner","DAR440BL",329,"kWh/year","www.energystar.gov"
"DanbyDesigner","DAR440W",329,"kWh/year","www.energystar.gov"
"DanbyMillennium","DAR194BL",302,"kWh/year","www.energystar.gov"
"DanbyMillennium","DAR194W",302,"kWh/year","www.energystar.gov"
"DanbyMillennium","DAR254BL",309,"kWh/year","www.energystar.gov"
"DanbyMillennium","DAR254W",309,"kWh/year","www.energystar.gov"
"DanbyMillennium","DAR452BL",329,"kWh/year","www.energystar.gov"
"DanbyMillennium","DAR452W",329,"kWh/year","www.energystar.gov"
"DanbyMillennium","DAR482BL",329,"kWh/year","www.energystar.gov"
"DanbyMillennium","DAR482BL-CC",329,"kWh/year","www.energystar.gov"
"DanbyMillennium","DAR482BLS",329,"kWh/year","www.energystar.gov"
"DanbyMillennium","DAR482W",329,"kWh/year","www.energystar.gov"
"EdgeStar","CRF320SS",337,"kWh/year","www.energystar.gov"
"Electrolux","E23BC78ISS",537,"kWh/year","www.energystar.gov"
"Electrolux","E32AR75DCL*",350,"kWh/year","www.energystar.gov"
"Electrolux","E32AR75DCP*",350,"kWh/year","www.energystar.gov"
"Electrolux","E32AR75DCS*",350,"kWh/year","www.energystar.gov"
"Electrolux","E32AR75FPS*",350,"kWh/year","www.energystar.gov"
"Electrolux","EI23BC55I",537,"kWh/year","www.energystar.gov"
"Electrolux","EI23BC56I",536,"kWh/year","www.energystar.gov"
"Electrolux","EI23CS55G*",549,"kWh/year","www.energystar.gov"
"Electrolux","EI26SS55G*",582,"kWh/year","www.energystar.gov"
"Electrolux","EI28BS55I*",562,"kWh/year","www.energystar.gov"
"Electrolux","EI28BS56I*",562,"kWh/year","www.energystar.gov"
"Electrolux","EW23BC70I",537,"kWh/year","www.energystar.gov"
"Electrolux","EW23BC71I*",536,"kWh/year","www.energystar.gov"
"Electrolux","EW23CS65G*",550,"kWh/year","www.energystar.gov"
"Electrolux","EW26SS65G*",582,"kWh/year","www.energystar.gov"
"Electrolux","EW28BS70I",562,"kWh/year","www.energystar.gov"
"Electrolux","EW28BS71I*",562,"kWh/year","www.energystar.gov"
"Element","LESR26EJE",582,"kWh/year","www.energystar.gov"
"Eterna","ESHF5MGX***",578,"kWh/year","www.energystar.gov"
"Eterna","ESHS5MGX***",578,"kWh/year","www.energystar.gov"
"Frigidaire","2536189*80",380,"kWh/year","www.energystar.gov"
"Frigidaire","970-40982",407,"kWh/year","www.energystar.gov"
"Frigidaire","CRSE264J*",582,"kWh/year","www.energystar.gov"
"Frigidaire","DGHS2634K*",582,"kWh/year","www.energystar.gov"
"Frigidaire","EW23SS65H*",550,"kWh/year","www.energystar.gov"
"Frigidaire","FGHT2134K*",407,"kWh/year","www.energystar.gov"
"Frigidaire","FGHT2144K*",407,"kWh/year","www.energystar.gov"
"Frigidaire","FLSC228J*",549,"kWh/year","www.energystar.gov"
"Frigidaire","FLSC238J*",550,"kWh/year","www.energystar.gov"
"Frigidaire","FPHC2399KF",550,"kWh/year","www.energystar.gov"
"Frigidaire","FPHI1887K*",383,"kWh/year","www.energystar.gov"
"Frigidaire","FPHI2187K*",403,"kWh/year","www.energystar.gov"
"Frigidaire","FPHS2687KF*",582,"kWh/year","www.energystar.gov"
"Frigidaire","FPHS2699K*",582,"kWh/year","www.energystar.gov"
"Frigidaire","FRS26RC3JS",580,"kWh/year","www.energystar.gov"
"Frigidaire","FRS3HF55K*",549,"kWh/year","www.energystar.gov"
"Frigidaire","FRS3HF6J*",549,"kWh/year","www.energystar.gov"
"Frigidaire","FRS3HR35K*",549,"kWh/year","www.energystar.gov"
"Frigidaire","FRS3HR5J*",549,"kWh/year","www.energystar.gov"
"Frigidaire","FRS6HF6J*",582,"kWh/year","www.energystar.gov"
"Frigidaire","FRS6HR35K*",582,"kWh/year","www.energystar.gov"
"Frigidaire","FRS6HR45K*",582,"kWh/year","www.energystar.gov"
"Frigidaire","FRS6HR5J*",582,"kWh/year","www.energystar.gov"
"Frigidaire","FRS6LF7J*",582,"kWh/year","www.energystar.gov"
"Frigidaire","FRS6RC3J*",582,"kWh/year","www.energystar.gov"
"Frigidaire","FRSH6KR5J*",582,"kWh/year","www.energystar.gov"
"Frigidaire","FRSHB5EJ*",582,"kWh/year","www.energystar.gov"
"Frigidaire","FRT15HB3J*",354,"kWh/year","www.energystar.gov"
"Frigidaire","FRT17HB3C*",368,"kWh/year","www.energystar.gov"
"Frigidaire","FRT17HB3J*",368,"kWh/year","www.energystar.gov"
"Frigidaire","FRT18HB5J*",383,"kWh/year","www.energystar.gov"
"Frigidaire","FRT18HP7J*",383,"kWh/year","www.energystar.gov"
"Frigidaire","FRT18HS6J*",383,"kWh/year","www.energystar.gov"
"Frigidaire","FRT18HS7JS",376,"kWh/year","www.energystar.gov"
"Frigidaire","FRT18HS8KS*",383,"kWh/year","www.energystar.gov"
"Frigidaire","FRT18IL6J*",376,"kWh/year","www.energystar.gov"
"Frigidaire","FRT21FR7E*",432,"kWh/year","www.energystar.gov"
"Frigidaire","FRT21HS6J*",407,"kWh/year","www.energystar.gov"
"Frigidaire","FRT21HS8KS",407,"kWh/year","www.energystar.gov"
"Frigidaire","FRT21IL6J*",407,"kWh/year","www.energystar.gov"
"Frigidaire","FRT21IL6JW*",407,"kWh/year","www.energystar.gov"
"Frigidaire","GHSC39ETJ*",549,"kWh/year","www.energystar.gov"
"Frigidaire","GLHS37EH*",549,"kWh/year","www.energystar.gov"
"Frigidaire","GLHS39EJ*",549,"kWh/year","www.energystar.gov"
"Frigidaire","GLHS68EJ*",576,"kWh/year","www.energystar.gov"
"Frigidaire","GLHS69EJ*",582,"kWh/year","www.energystar.gov"
"Frigidaire","GLHT184TJ*",383,"kWh/year","www.energystar.gov"
"Frigidaire","GLHT186J*",383,"kWh/year","www.energystar.gov"
"Frigidaire","GLHT214TJ*",407,"kWh/year","www.energystar.gov"
"Frigidaire","GLHT217J*",407,"kWh/year","www.energystar.gov"
"Frigidaire","GLRH1779GW*",350,"kWh/year","www.energystar.gov"
"Frigidaire","GLRT218WJ*",403,"kWh/year","www.energystar.gov"
"Frigidaire","HRT17HG3K*",368,"kWh/year","www.energystar.gov"
"Frigidaire","PHS69EHSS",582,"kWh/year","www.energystar.gov"
"Frigidaire","PHS69EJSS",582,"kWh/year","www.energystar.gov"
"Frigidaire","PHT189J*",383,"kWh/year","www.energystar.gov"
"Frigidaire","PHT219H*",403,"kWh/year","www.energystar.gov"
"Frigidaire","PHT219J*",407,"kWh/year","www.energystar.gov"
"Frigidaire","PLHS239ZJ*",549,"kWh/year","www.energystar.gov"
"Frigidaire","PLRH1779GS*",350,"kWh/year","www.energystar.gov"
"GE","DSHF5PGX****",578,"kWh/year","www.energystar.gov"
"GE","DSHF9NGY****",616,"kWh/year","www.energystar.gov"
"GE","DSHM5MGX****",578,"kWh/year","www.energystar.gov"
"GE","DSHS5PGX****",578,"kWh/year","www.energystar.gov"
"GE","DSHS9NGY****",616,"kWh/year","www.energystar.gov"
"GE","DTH18ZBX****",387,"kWh/year","www.energystar.gov"
"GE","ESH22JFX",540,"kWh/year","www.energystar.gov"
"GE","ESH22JSX",540,"kWh/year","www.energystar.gov"
"GE","ESH25JFX",578,"kWh/year","www.energystar.gov"
"GE","ESH25JSX",578,"kWh/year","www.energystar.gov"
"GE","ESL22JFX",540,"kWh/year","www.energystar.gov"
"GE","GFSF6KKY****",552,"kWh/year","www.energystar.gov"
"GE","GFSL6KKY****",552,"kWh/year","www.energystar.gov"
"GE","GFSS6KKY****",552,"kWh/year","www.energystar.gov"
"GE","GSF25IGX****",504,"kWh/year","www.energystar.gov"
"GE","GSH22JFX****",473,"kWh/year","www.energystar.gov"
"GE","GSH22JSX****",473,"kWh/year","www.energystar.gov"
"GE","GSH25ISX****",504,"kWh/year","www.energystar.gov"
"GE","GSH25JFX****",504,"kWh/year","www.energystar.gov"
"GE","GSH25JSX****",504,"kWh/year","www.energystar.gov"
"GE","GSHF3KGX****",548,"kWh/year","www.energystar.gov"
"GE","GSHF5KGX****",578,"kWh/year","www.energystar.gov"
"GE","GSHF5MGX****",578,"kWh/year","www.energystar.gov"
"GE","GSHF5PGX****",578,"kWh/year","www.energystar.gov"
"GE","GSHF6PHX****",583,"kWh/year","www.energystar.gov"
"GE","GSHF9NGY****",616,"kWh/year","www.energystar.gov"
"GE","GSHL5KGX****",578,"kWh/year","www.energystar.gov"
"GE","GSHL5MGX****",578,"kWh/year","www.energystar.gov"
"GE","GSHL6PHX****",583,"kWh/year","www.energystar.gov"
"GE","GSHS5KGX****",578,"kWh/year","www.energystar.gov"
"GE","GSHS5MGX****",578,"kWh/year","www.energystar.gov"
"GE","GSHS5PGX****",578,"kWh/year","www.energystar.gov"
"GE","GSHS9NGY****",616,"kWh/year","www.energystar.gov"
"GE","GSL22JFX****",473,"kWh/year","www.energystar.gov"
"GE","GSL25IGX****",504,"kWh/year","www.energystar.gov"
"GE","GSL25JFX****",504,"kWh/year","www.energystar.gov"
"GE","GTH16BBX****",363,"kWh/year","www.energystar.gov"
"GE","GTH18DBX****",387,"kWh/year","www.energystar.gov"
"GE","GTH18DCX****",387,"kWh/year","www.energystar.gov"
"GE","GTH18IBX****",387,"kWh/year","www.energystar.gov"
"GE","GTH18ISX****",387,"kWh/year","www.energystar.gov"
"GE","GTH18JBX****",387,"kWh/year","www.energystar.gov"
"GE","GTH18JLX",387,"kWh/year","www.energystar.gov"
"GE","GTH18KBX****",387,"kWh/year","www.energystar.gov"
"GE","GTH18SBX****",387,"kWh/year","www.energystar.gov"
