homeDwellingType,homeNoOfBedrooms,homeFuel,homeAge,type,kgCO2PerYear,units,source,default
detached bungalow,more than 5,oil,1930-1995,boiler (new-less than 5 yrs old),7014,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,1930-1995,room heaters,11159,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,1930-1995,boiler (condensing),6624,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,1930-1995,warm air,8517,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,pre 1930,boiler (old-12-15yrs old),11141,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,pre 1930,boiler (average-5-10yrs old),9052,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,pre 1930,boiler (new-less than 5 yrs old),8519,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,pre 1930,room heaters,13486,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,pre 1930,boiler (condensing),8046,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,pre 1930,warm air,10345,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,post 1995,boiler (old-12-15yrs old),6715,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,post 1995,boiler (average-5-10yrs old),5456,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,post 1995,boiler (new-less than 5 yrs old),5135,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,post 1995,room heaters,8256,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,post 1995,boiler (condensing),4850,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,oil,post 1995,warm air,6235,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,lpg,1930-1995,boiler (old-12-15yrs old),8589,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,lpg,1930-1995,boiler (average-5-10yrs old),7157,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,lpg,1930-1995,boiler (new-less than 5 yrs old),6441,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,lpg,1930-1995,boiler (condensing),5856,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,lpg,pre 1930,boiler (old-12-15yrs old),10448,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,lpg,pre 1930,boiler (average-5-10yrs old),8706,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,lpg,pre 1930,boiler (new-less than 5 yrs old),7836,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,lpg,pre 1930,boiler (condensing),7123,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,lpg,post 1995,boiler (old-12-15yrs old),6282,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,lpg,post 1995,boiler (average-5-10yrs old),5235,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,lpg,post 1995,boiler (new-less than 5 yrs old),4712,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,lpg,post 1995,boiler (condensing),4283,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,biomass,1930-1995,boiler (wood chip/pellets),926,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,biomass,1930-1995,stove,3158,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,biomass,pre 1930,boiler (wood chip/pellets),1143,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,biomass,pre 1930,stove,3375,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,biomass,post 1995,boiler (wood chip/pellets),667,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,biomass,post 1995,stove,2899,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,electricity,1930-1995,modern storage heaters (slim line),14144,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,electricity,1930-1995,old storage heaters (large volume),14144,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,electricity,1930-1995,room heaters (convector panel or radiant heaters),12134,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,electricity,pre 1930,modern storage heaters (slim line),17491,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,electricity,pre 1930,old storage heaters (large volume),17491,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,electricity,pre 1930,room heaters (convector panel or radiant heaters),14747,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,electricity,post 1995,modern storage heaters (slim line),10165,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,electricity,post 1995,old storage heaters (large volume),10165,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,electricity,post 1995,room heaters (convector panel or radiant heaters),8893,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,coal,1930-1995,boiler-manual feed,14745,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,coal,1930-1995,boiler automatic (gravity) feed,13516,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,coal,1930-1995,open fires,23445,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,coal,1930-1995,closed room heaters,13619,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,coal,pre 1930,boiler-manual feed,18192,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,coal,pre 1930,boiler automatic (gravity) feed,16676,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,coal,pre 1930,open fires,29371,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,coal,pre 1930,closed room heaters,16779,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,coal,post 1995,boiler-manual feed,10616,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,coal,post 1995,boiler automatic (gravity) feed,9731,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,coal,post 1995,open fires,16348,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,coal,post 1995,closed room heaters,9834,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,1930-1995,boiler (old-12-15yrs old),7863,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,1930-1995,boiler (average-5-10yrs old),6553,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,1930-1995,boiler (new-less than 5 yrs old),6049,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,1930-1995,room heaters,8957,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,1930-1995,warm air,6740,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,1930-1995,back boiler,7258,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,1930-1995,boiler (condensing),5361,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,pre 1930,boiler (old-12-15yrs old),9565,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,pre 1930,boiler (average-5-10yrs old),7971,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,pre 1930,boiler (new-less than 5 yrs old),7358,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,pre 1930,room heaters,10717,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,pre 1930,warm air,8199,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,pre 1930,back boiler,8829,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,pre 1930,boiler (condensing),6522,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,post 1995,boiler (old-12-15yrs old),5752,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,post 1995,boiler (average-5-10yrs old),4793,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,post 1995,boiler (new-less than 5 yrs old),4424,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,post 1995,room heaters,6772,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,post 1995,warm air,4930,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,post 1995,back boiler,5309,kgco2/year,defra/bre/dgen 2007,
detached bungalow,more than 5,gas,post 1995,boiler (condensing),3921,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,1930-1995,boiler (old-12-15yrs old),4986,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,1930-1995,boiler (average-5-10yrs old),4051,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,1930-1995,boiler (new-less than 5 yrs old),3813,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,1930-1995,room heaters,6116,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,1930-1995,boiler (condensing),3601,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,1930-1995,warm air,4630,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,pre 1930,boiler (old-12-15yrs old),5976,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,pre 1930,boiler (average-5-10yrs old),4856,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,pre 1930,boiler (new-less than 5 yrs old),4570,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,pre 1930,room heaters,7287,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,pre 1930,boiler (condensing),4316,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,pre 1930,warm air,5550,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,post 1995,boiler (old-12-15yrs old),3781,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,post 1995,boiler (average-5-10yrs old),3072,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,post 1995,boiler (new-less than 5 yrs old),2891,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,post 1995,room heaters,4692,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,post 1995,boiler (condensing),2731,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,oil,post 1995,warm air,3511,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,lpg,1930-1995,boiler (old-12-15yrs old),4665,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,lpg,1930-1995,boiler (average-5-10yrs old),3887,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,lpg,1930-1995,boiler (new-less than 5 yrs old),3498,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,lpg,1930-1995,boiler (condensing),3180,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,lpg,pre 1930,boiler (old-12-15yrs old),5601,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,lpg,pre 1930,boiler (average-5-10yrs old),4667,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,lpg,pre 1930,boiler (new-less than 5 yrs old),4200,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,lpg,pre 1930,boiler (condensing),3819,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,lpg,post 1995,boiler (old-12-15yrs old),3538,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,lpg,post 1995,boiler (average-5-10yrs old),2948,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,lpg,post 1995,boiler (new-less than 5 yrs old),2653,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,lpg,post 1995,boiler (condensing),2412,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,biomass,1930-1995,boiler (wood chip/pellets),498,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,biomass,1930-1995,stove,2053,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,biomass,pre 1930,boiler (wood chip/pellets),605,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,biomass,pre 1930,stove,2160,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,biomass,post 1995,boiler (wood chip/pellets),372,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,biomass,post 1995,stove,1927,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,electricity,1930-1995,modern storage heaters (slim line),7603,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,electricity,1930-1995,old storage heaters (large volume),7603,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,electricity,1930-1995,room heaters (convector panel or radiant heaters),6601,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,electricity,pre 1930,modern storage heaters (slim line),9246,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,electricity,pre 1930,old storage heaters (large volume),9246,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,electricity,pre 1930,room heaters (convector panel or radiant heaters),7917,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,electricity,post 1995,modern storage heaters (slim line),5668,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,electricity,post 1995,old storage heaters (large volume),5668,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,electricity,post 1995,room heaters (convector panel or radiant heaters),5018,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,coal,1930-1995,boiler-manual feed,7931,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,coal,1930-1995,boiler automatic (gravity) feed,7270,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,coal,1930-1995,open fires,12311,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,coal,1930-1995,closed room heaters,7342,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,coal,pre 1930,boiler-manual feed,9629,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,coal,pre 1930,boiler automatic (gravity) feed,8826,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,coal,pre 1930,open fires,15229,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,coal,pre 1930,closed room heaters,8899,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,coal,post 1995,boiler-manual feed,5921,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,coal,post 1995,boiler automatic (gravity) feed,5428,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,coal,post 1995,open fires,8858,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,coal,post 1995,closed room heaters,5500,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,1930-1995,boiler (old-12-15yrs old),4271,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,1930-1995,boiler (average-5-10yrs old),3559,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,1930-1995,boiler (new-less than 5 yrs old),3285,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,1930-1995,room heaters,4991,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,1930-1995,warm air,3661,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,1930-1995,back boiler,3942,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,1930-1995,boiler (condensing),2912,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,pre 1930,boiler (old-12-15yrs old),5128,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,pre 1930,boiler (average-5-10yrs old),4273,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,pre 1930,boiler (new-less than 5 yrs old),3944,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,pre 1930,room heaters,5878,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,pre 1930,warm air,4395,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,pre 1930,back boiler,4733,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,pre 1930,boiler (condensing),3496,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,post 1995,boiler (old-12-15yrs old),3239,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,post 1995,boiler (average-5-10yrs old),2699,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,post 1995,boiler (new-less than 5 yrs old),2492,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,post 1995,room heaters,3924,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,post 1995,warm air,2776,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,post 1995,back boiler,2990,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,1,gas,post 1995,boiler (condensing),2208,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,1930-1995,boiler (old-12-15yrs old),4986,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,1930-1995,boiler (average-5-10yrs old),4051,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,1930-1995,boiler (new-less than 5 yrs old),3813,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,1930-1995,room heaters,6116,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,1930-1995,boiler (condensing),3601,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,1930-1995,warm air,4630,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,pre 1930,boiler (old-12-15yrs old),5976,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,pre 1930,boiler (average-5-10yrs old),4856,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,pre 1930,boiler (new-less than 5 yrs old),4570,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,pre 1930,room heaters,7287,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,pre 1930,boiler (condensing),4316,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,pre 1930,warm air,5550,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,post 1995,boiler (old-12-15yrs old),3781,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,post 1995,boiler (average-5-10yrs old),3072,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,post 1995,boiler (new-less than 5 yrs old),2891,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,post 1995,room heaters,4692,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,post 1995,boiler (condensing),2731,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,oil,post 1995,warm air,3511,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,lpg,1930-1995,boiler (old-12-15yrs old),4665,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,lpg,1930-1995,boiler (average-5-10yrs old),3887,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,lpg,1930-1995,boiler (new-less than 5 yrs old),3498,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,lpg,1930-1995,boiler (condensing),3180,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,lpg,pre 1930,boiler (old-12-15yrs old),5601,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,lpg,pre 1930,boiler (average-5-10yrs old),4667,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,lpg,pre 1930,boiler (new-less than 5 yrs old),4200,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,lpg,pre 1930,boiler (condensing),3819,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,lpg,post 1995,boiler (old-12-15yrs old),3538,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,lpg,post 1995,boiler (average-5-10yrs old),2948,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,lpg,post 1995,boiler (new-less than 5 yrs old),2653,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,lpg,post 1995,boiler (condensing),2412,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,biomass,1930-1995,boiler (wood chip/pellets),498,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,biomass,1930-1995,stove,2053,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,biomass,pre 1930,boiler (wood chip/pellets),605,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,biomass,pre 1930,stove,2160,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,biomass,post 1995,boiler (wood chip/pellets),372,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,biomass,post 1995,stove,1927,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,coal,1930-1995,boiler-manual feed,7931,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,coal,1930-1995,boiler automatic (gravity) feed,7270,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,coal,1930-1995,open fires,12311,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,coal,1930-1995,closed room heaters,7342,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,coal,pre 1930,boiler-manual feed,9629,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,coal,pre 1930,boiler automatic (gravity) feed,8826,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,coal,pre 1930,open fires,15229,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,coal,pre 1930,closed room heaters,8899,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,coal,post 1995,boiler-manual feed,5921,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,coal,post 1995,boiler automatic (gravity) feed,5428,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,coal,post 1995,open fires,8858,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,coal,post 1995,closed room heaters,5500,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,electricity,1930-1995,modern storage heaters (slim line),7603,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,electricity,1930-1995,old storage heaters (large volume),7603,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,electricity,1930-1995,room heaters (convector panel or radiant heaters),6601,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,electricity,pre 1930,modern storage heaters (slim line),9246,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,electricity,pre 1930,old storage heaters (large volume),9246,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,electricity,pre 1930,room heaters (convector panel or radiant heaters),7917,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,electricity,post 1995,modern storage heaters (slim line),5668,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,electricity,post 1995,old storage heaters (large volume),5668,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,electricity,post 1995,room heaters (convector panel or radiant heaters),5018,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,1930-1995,boiler (old-12-15yrs old),4271,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,1930-1995,boiler (average-5-10yrs old),3559,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,1930-1995,boiler (new-less than 5 yrs old),3285,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,1930-1995,room heaters,4991,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,1930-1995,warm air,3661,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,1930-1995,back boiler,3942,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,1930-1995,boiler (condensing),2912,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,pre 1930,boiler (old-12-15yrs old),5128,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,pre 1930,boiler (average-5-10yrs old),4273,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,pre 1930,boiler (new-less than 5 yrs old),3944,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,pre 1930,room heaters,5878,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,pre 1930,warm air,4395,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,pre 1930,back boiler,4733,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,pre 1930,boiler (condensing),3496,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,post 1995,boiler (old-12-15yrs old),3239,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,post 1995,boiler (average-5-10yrs old),2699,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,post 1995,boiler (new-less than 5 yrs old),2492,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,post 1995,room heaters,3924,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,post 1995,warm air,2776,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,post 1995,back boiler,2990,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,2,gas,post 1995,boiler (condensing),2208,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,1930-1995,boiler (old-12-15yrs old),5682,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,1930-1995,boiler (average-5-10yrs old),4617,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,1930-1995,boiler (new-less than 5 yrs old),4345,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,1930-1995,room heaters,6952,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,1930-1995,boiler (condensing),4104,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,1930-1995,warm air,5276,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,pre 1930,boiler (old-12-15yrs old),6837,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,pre 1930,boiler (average-5-10yrs old),5555,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,pre 1930,boiler (new-less than 5 yrs old),5228,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,pre 1930,room heaters,8317,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,pre 1930,boiler (condensing),4938,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,pre 1930,warm air,6348,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,post 1995,boiler (old-12-15yrs old),4278,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,post 1995,boiler (average-5-10yrs old),3476,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,post 1995,boiler (new-less than 5 yrs old),3271,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,post 1995,room heaters,5293,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,post 1995,boiler (condensing),3090,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,oil,post 1995,warm air,3972,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,lpg,1930-1995,boiler (old-12-15yrs old),5315,kgco2/year,defra/bre/dgen 2007,
semi-detached bungalow,3,lpg,1930-1995,boiler (average-5-10yrs old),4429,kgco2/year,defra/bre/dgen 2007,
