homeDwellingType,homeNoOfBedrooms,homeFuel,homeAge,type,kgCO2PerYear,units,source,default
end-terrace house,2,gas,pre 1930,back boiler,4612,kgco2/year,defra/bre/dgen 2007,
end-terrace house,2,gas,pre 1930,boiler (condensing),3407,kgco2/year,defra/bre/dgen 2007,
end-terrace house,2,gas,post 1995,boiler (old-12-15yrs old),2794,kgco2/year,defra/bre/dgen 2007,
end-terrace house,2,gas,post 1995,boiler (average-5-10yrs old),2328,kgco2/year,defra/bre/dgen 2007,
end-terrace house,2,gas,post 1995,boiler (new-less than 5 yrs old),2149,kgco2/year,defra/bre/dgen 2007,
end-terrace house,2,gas,post 1995,room heaters,3455,kgco2/year,defra/bre/dgen 2007,
end-terrace house,2,gas,post 1995,warm air,2395,kgco2/year,defra/bre/dgen 2007,
end-terrace house,2,gas,post 1995,back boiler,2579,kgco2/year,defra/bre/dgen 2007,
end-terrace house,2,gas,post 1995,boiler (condensing),1905,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,1930-1995,boiler (old-12-15yrs old),5618,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,1930-1995,boiler (average-5-10yrs old),4565,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,1930-1995,boiler (new-less than 5 yrs old),4296,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,1930-1995,room heaters,6878,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,1930-1995,boiler (condensing),4058,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,1930-1995,warm air,5217,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,pre 1930,boiler (old-12-15yrs old),7085,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,pre 1930,boiler (average-5-10yrs old),5757,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,pre 1930,boiler (new-less than 5 yrs old),5418,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,pre 1930,room heaters,8611,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,pre 1930,boiler (condensing),5117,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,pre 1930,warm air,6579,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,post 1995,boiler (old-12-15yrs old),3879,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,post 1995,boiler (average-5-10yrs old),3151,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,post 1995,boiler (new-less than 5 yrs old),2966,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,post 1995,room heaters,4822,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,post 1995,boiler (condensing),2801,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,oil,post 1995,warm air,3602,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,lpg,1930-1995,boiler (old-12-15yrs old),5258,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,lpg,1930-1995,boiler (average-5-10yrs old),4381,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,lpg,1930-1995,boiler (new-less than 5 yrs old),3943,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,lpg,1930-1995,boiler (condensing),3585,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,lpg,pre 1930,boiler (old-12-15yrs old),6643,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,lpg,pre 1930,boiler (average-5-10yrs old),5536,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,lpg,pre 1930,boiler (new-less than 5 yrs old),4982,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,lpg,pre 1930,boiler (condensing),4529,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,lpg,post 1995,boiler (old-12-15yrs old),3633,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,lpg,post 1995,boiler (average-5-10yrs old),3027,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,lpg,post 1995,boiler (new-less than 5 yrs old),2724,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,lpg,post 1995,boiler (condensing),2477,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,biomass,1930-1995,boiler (wood chip/pellets),559,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,biomass,1930-1995,stove,2237,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,biomass,pre 1930,boiler (wood chip/pellets),716,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,biomass,pre 1930,stove,2394,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,biomass,post 1995,boiler (wood chip/pellets),378,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,biomass,post 1995,stove,2056,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,coal,1930-1995,boiler-manual feed,8905,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,coal,1930-1995,boiler automatic (gravity) feed,8163,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,coal,1930-1995,open fires,13874,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,coal,1930-1995,closed room heaters,8238,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,coal,pre 1930,boiler-manual feed,11398,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,coal,pre 1930,boiler automatic (gravity) feed,10449,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,coal,pre 1930,open fires,18159,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,coal,pre 1930,closed room heaters,10523,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,coal,post 1995,boiler-manual feed,6020,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,coal,post 1995,boiler automatic (gravity) feed,5519,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,coal,post 1995,open fires,8916,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,coal,post 1995,closed room heaters,5593,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,electricity,1930-1995,modern storage heaters (slim line),8544,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,electricity,1930-1995,old storage heaters (large volume),8544,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,electricity,1930-1995,room heaters (convector panel or radiant heaters),7434,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,electricity,pre 1930,modern storage heaters (slim line),10956,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,electricity,pre 1930,old storage heaters (large volume),10956,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,electricity,pre 1930,room heaters (convector panel or radiant heaters),9381,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,electricity,post 1995,modern storage heaters (slim line),5763,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,electricity,post 1995,old storage heaters (large volume),5763,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,electricity,post 1995,room heaters (convector panel or radiant heaters),5151,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,1930-1995,boiler (old-12-15yrs old),4814,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,1930-1995,boiler (average-5-10yrs old),4011,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,1930-1995,boiler (new-less than 5 yrs old),3703,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,1930-1995,room heaters,5596,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,1930-1995,warm air,4126,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,1930-1995,back boiler,4443,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,1930-1995,boiler (condensing),3282,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,pre 1930,boiler (old-12-15yrs old),6082,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,pre 1930,boiler (average-5-10yrs old),5068,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,pre 1930,boiler (new-less than 5 yrs old),4678,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,pre 1930,room heaters,6908,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,pre 1930,warm air,5213,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,pre 1930,back boiler,5614,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,pre 1930,boiler (condensing),4147,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,post 1995,boiler (old-12-15yrs old),3326,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,post 1995,boiler (average-5-10yrs old),2772,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,post 1995,boiler (new-less than 5 yrs old),2558,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,post 1995,room heaters,4057,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,post 1995,warm air,2851,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,post 1995,back boiler,3070,kgco2/year,defra/bre/dgen 2007,
end-terrace house,3,gas,post 1995,boiler (condensing),2268,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,1930-1995,boiler (old-12-15yrs old),6745,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,1930-1995,boiler (average-5-10yrs old),5480,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,1930-1995,boiler (new-less than 5 yrs old),5158,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,1930-1995,room heaters,8257,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,1930-1995,boiler (condensing),4871,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,1930-1995,warm air,6263,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,pre 1930,boiler (old-12-15yrs old),8506,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,pre 1930,boiler (average-5-10yrs old),6911,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,pre 1930,boiler (new-less than 5 yrs old),6504,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,pre 1930,room heaters,10338,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,pre 1930,boiler (condensing),6143,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,pre 1930,warm air,7898,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,post 1995,boiler (old-12-15yrs old),4656,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,post 1995,boiler (average-5-10yrs old),3783,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,post 1995,boiler (new-less than 5 yrs old),3561,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,post 1995,room heaters,5789,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,post 1995,boiler (condensing),3363,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,oil,post 1995,warm air,4324,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,lpg,1930-1995,boiler (old-12-15yrs old),6312,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,lpg,1930-1995,boiler (average-5-10yrs old),5260,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,lpg,1930-1995,boiler (new-less than 5 yrs old),4734,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,lpg,1930-1995,boiler (condensing),4303,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,lpg,pre 1930,boiler (old-12-15yrs old),7975,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,lpg,pre 1930,boiler (average-5-10yrs old),6646,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,lpg,pre 1930,boiler (new-less than 5 yrs old),5981,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,lpg,pre 1930,boiler (condensing),5437,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,lpg,post 1995,boiler (old-12-15yrs old),4361,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,lpg,post 1995,boiler (average-5-10yrs old),3634,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,lpg,post 1995,boiler (new-less than 5 yrs old),3271,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,lpg,post 1995,boiler (condensing),2973,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,biomass,1930-1995,boiler (wood chip/pellets),672,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,biomass,1930-1995,stove,2686,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,biomass,pre 1930,boiler (wood chip/pellets),860,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,biomass,pre 1930,stove,2874,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,biomass,post 1995,boiler (wood chip/pellets),454,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,biomass,post 1995,stove,2468,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,electricity,1930-1995,modern storage heaters (slim line),10256,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,electricity,1930-1995,old storage heaters (large volume),10256,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,electricity,1930-1995,room heaters (convector panel or radiant heaters),8925,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,electricity,pre 1930,modern storage heaters (slim line),13152,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,electricity,pre 1930,old storage heaters (large volume),13152,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,electricity,pre 1930,room heaters (convector panel or radiant heaters),11262,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,electricity,post 1995,modern storage heaters (slim line),6918,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,electricity,post 1995,old storage heaters (large volume),6918,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,electricity,post 1995,room heaters (convector panel or radiant heaters),6183,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,coal,1930-1995,boiler-manual feed,10691,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,coal,1930-1995,boiler automatic (gravity) feed,9800,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,coal,1930-1995,open fires,16656,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,coal,1930-1995,closed room heaters,9889,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,coal,pre 1930,boiler-manual feed,13684,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,coal,pre 1930,boiler automatic (gravity) feed,12544,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,coal,pre 1930,open fires,21800,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,coal,pre 1930,closed room heaters,12633,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,coal,post 1995,boiler-manual feed,7228,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,coal,post 1995,boiler automatic (gravity) feed,6625,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,coal,post 1995,open fires,10704,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,coal,post 1995,closed room heaters,6715,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,1930-1995,boiler (old-12-15yrs old),5779,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,1930-1995,boiler (average-5-10yrs old),4816,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,1930-1995,boiler (new-less than 5 yrs old),4445,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,1930-1995,room heaters,6718,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,1930-1995,warm air,4953,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,1930-1995,back boiler,5334,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,1930-1995,boiler (condensing),3940,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,pre 1930,boiler (old-12-15yrs old),7301,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,pre 1930,boiler (average-5-10yrs old),6084,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,pre 1930,boiler (new-less than 5 yrs old),5616,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,pre 1930,room heaters,8293,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,pre 1930,warm air,6258,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,pre 1930,back boiler,6740,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,pre 1930,boiler (condensing),4978,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,post 1995,boiler (old-12-15yrs old),3993,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,post 1995,boiler (average-5-10yrs old),3327,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,post 1995,boiler (new-less than 5 yrs old),3071,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,post 1995,room heaters,4870,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,post 1995,warm air,3422,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,post 1995,back boiler,3685,kgco2/year,defra/bre/dgen 2007,
end-terrace house,4,gas,post 1995,boiler (condensing),2722,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,1930-1995,boiler (old-12-15yrs old),7872,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,1930-1995,boiler (average-5-10yrs old),6396,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,1930-1995,boiler (new-less than 5 yrs old),6020,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,1930-1995,room heaters,9637,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,1930-1995,boiler (condensing),5685,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,1930-1995,warm air,7310,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,pre 1930,boiler (old-12-15yrs old),9926,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,pre 1930,boiler (average-5-10yrs old),8065,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,pre 1930,boiler (new-less than 5 yrs old),7591,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,pre 1930,room heaters,12065,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,pre 1930,boiler (condensing),7169,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,pre 1930,warm air,9217,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,post 1995,boiler (old-12-15yrs old),5434,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,post 1995,boiler (average-5-10yrs old),4415,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,post 1995,boiler (new-less than 5 yrs old),4156,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,post 1995,room heaters,6756,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,post 1995,boiler (condensing),3925,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,oil,post 1995,warm air,5046,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,lpg,1930-1995,boiler (old-12-15yrs old),7366,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,lpg,1930-1995,boiler (average-5-10yrs old),6138,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,lpg,1930-1995,boiler (new-less than 5 yrs old),5524,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,lpg,1930-1995,boiler (condensing),5022,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,lpg,pre 1930,boiler (old-12-15yrs old),9307,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,lpg,pre 1930,boiler (average-5-10yrs old),7756,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,lpg,pre 1930,boiler (new-less than 5 yrs old),6980,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,lpg,pre 1930,boiler (condensing),6346,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,lpg,post 1995,boiler (old-12-15yrs old),5090,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,lpg,post 1995,boiler (average-5-10yrs old),4241,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,lpg,post 1995,boiler (new-less than 5 yrs old),3817,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,lpg,post 1995,boiler (condensing),3470,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,biomass,1930-1995,boiler (wood chip/pellets),784,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,biomass,1930-1995,stove,3135,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,biomass,pre 1930,boiler (wood chip/pellets),1003,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,biomass,pre 1930,stove,3354,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,biomass,post 1995,boiler (wood chip/pellets),530,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,biomass,post 1995,stove,2881,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,electricity,1930-1995,modern storage heaters (slim line),11970,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,electricity,1930-1995,old storage heaters (large volume),11970,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,electricity,1930-1995,room heaters (convector panel or radiant heaters),10416,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,electricity,pre 1930,modern storage heaters (slim line),15349,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,electricity,pre 1930,old storage heaters (large volume),15349,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,electricity,pre 1930,room heaters (convector panel or radiant heaters),13143,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,electricity,post 1995,modern storage heaters (slim line),8074,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,electricity,post 1995,old storage heaters (large volume),8074,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,electricity,post 1995,room heaters (convector panel or radiant heaters),7217,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,coal,1930-1995,boiler-manual feed,12477,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,coal,1930-1995,boiler automatic (gravity) feed,11437,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,coal,1930-1995,open fires,19439,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,coal,1930-1995,closed room heaters,11542,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,coal,pre 1930,boiler-manual feed,15970,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,coal,pre 1930,boiler automatic (gravity) feed,14639,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,coal,pre 1930,open fires,25442,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,coal,pre 1930,closed room heaters,14743,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,coal,post 1995,boiler-manual feed,8435,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,coal,post 1995,boiler automatic (gravity) feed,7732,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,coal,post 1995,open fires,12492,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,coal,post 1995,closed room heaters,7837,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,1930-1995,boiler (old-12-15yrs old),6744,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,1930-1995,boiler (average-5-10yrs old),5620,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,1930-1995,boiler (new-less than 5 yrs old),5188,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,1930-1995,room heaters,7840,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,1930-1995,warm air,5780,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,1930-1995,back boiler,6225,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,1930-1995,boiler (condensing),4598,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,pre 1930,boiler (old-12-15yrs old),8521,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,pre 1930,boiler (average-5-10yrs old),7101,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,pre 1930,boiler (new-less than 5 yrs old),6554,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,pre 1930,room heaters,9678,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,pre 1930,warm air,7304,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,pre 1930,back boiler,7865,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,pre 1930,boiler (condensing),5810,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,post 1995,boiler (old-12-15yrs old),4660,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,post 1995,boiler (average-5-10yrs old),3883,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,post 1995,boiler (new-less than 5 yrs old),3584,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,post 1995,room heaters,5684,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,post 1995,warm air,3994,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,post 1995,back boiler,4301,kgco2/year,defra/bre/dgen 2007,
end-terrace house,5,gas,post 1995,boiler (condensing),3177,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,1930-1995,boiler (old-12-15yrs old),8998,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,1930-1995,boiler (average-5-10yrs old),7311,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,1930-1995,boiler (new-less than 5 yrs old),6881,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,1930-1995,room heaters,11016,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,1930-1995,boiler (condensing),6499,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,1930-1995,warm air,8356,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,pre 1930,boiler (old-12-15yrs old),11347,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,pre 1930,boiler (average-5-10yrs old),9220,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,pre 1930,boiler (new-less than 5 yrs old),8677,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,pre 1930,room heaters,13792,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,pre 1930,boiler (condensing),8195,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,pre 1930,warm air,10537,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,post 1995,boiler (old-12-15yrs old),6212,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,post 1995,boiler (average-5-10yrs old),5047,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,post 1995,boiler (new-less than 5 yrs old),4750,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,post 1995,room heaters,7723,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,post 1995,boiler (condensing),4486,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,oil,post 1995,warm air,5768,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,lpg,1930-1995,boiler (old-12-15yrs old),8420,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,lpg,1930-1995,boiler (average-5-10yrs old),7017,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,lpg,1930-1995,boiler (new-less than 5 yrs old),6315,kgco2/year,defra/bre/dgen 2007,
end-terrace house,more than 5,lpg,1930-1995,boiler (condensing),5741,kgco2/year,defra/bre/dgen 2007,
