state=NC&type=total
massSO2PerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),7.626
2005-01-01T00:00:00+00:00 (GMT),7.8692
2007-01-01T00:00:00+00:00 (GMT),6.0546
