state=MA&type=non+baseload
massOzoneSeasonNOxPerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),1.049
2005-01-01T00:00:00+00:00 (GMT),0.8577
2007-01-01T00:00:00+00:00 (GMT),0.7331
