state=NV&type=total
massOzoneSeasonNOxPerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),2.452
2005-01-01T00:00:00+00:00 (GMT),2.2128
2007-01-01T00:00:00+00:00 (GMT),1.3619
