state=MO&type=total
massHgPerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),0.0389
2005-01-01T00:00:00+00:00 (GMT),0.0429
2007-01-01T00:00:00+00:00 (GMT),null
