state=ID&type=total
massNOxPerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),0.148
2005-01-01T00:00:00+00:00 (GMT),0.14
2007-01-01T00:00:00+00:00 (GMT),0.1377
