state=GA&type=non+baseload
massCO2PerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),1864.995
2005-01-01T00:00:00+00:00 (GMT),1654.6269
2007-01-01T00:00:00+00:00 (GMT),1490.653
