state=OR&type=non+baseload
massNOxPerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),1.22
2005-01-01T00:00:00+00:00 (GMT),0.9996
2007-01-01T00:00:00+00:00 (GMT),0.4446
