state=AL&type=non+baseload
massCO2ePerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),null
2005-01-01T00:00:00+00:00 (GMT),1732.6206514
2007-01-01T00:00:00+00:00 (GMT),1550.3999175
