magnesiumCastingProcess,massSF6PerMassProduct,units,source
all casting processes,1.0,none,http://www.ipcc-nggip.iges.or.jp/public/2006gl/pdf/3_Volume3/V3_4_Ch4_Metal_Industry.pdf
