country=Sweden
massCO2PerEnergy
start,value
2000-01-01T00:00:00+00:00 (GMT),0.637653
2001-01-01T00:00:00+00:00 (GMT),0.620671
2002-01-01T00:00:00+00:00 (GMT),0.607558
2003-01-01T00:00:00+00:00 (GMT),0.616254
2004-01-01T00:00:00+00:00 (GMT),0.584768
2005-01-01T00:00:00+00:00 (GMT),0.638313
2006-01-01T00:00:00+00:00 (GMT),0.618853
