country=Kyrgyzstan
massCO2PerEnergy
start,value
2000-01-01T00:00:00+00:00 (GMT),0.10592
2001-01-01T00:00:00+00:00 (GMT),0.10145
2002-01-01T00:00:00+00:00 (GMT),0.10552
2003-01-01T00:00:00+00:00 (GMT),0.09403
2004-01-01T00:00:00+00:00 (GMT),0.08958
2005-01-01T00:00:00+00:00 (GMT),0.08163
2006-01-01T00:00:00+00:00 (GMT),0.07916
