country=Brunei+Darussalam
massCO2PerEnergy
start,value
2000-01-01T00:00:00+00:00 (GMT),0.79498
2001-01-01T00:00:00+00:00 (GMT),0.79892
2002-01-01T00:00:00+00:00 (GMT),0.81812
2003-01-01T00:00:00+00:00 (GMT),0.80085
2004-01-01T00:00:00+00:00 (GMT),0.8015
2005-01-01T00:00:00+00:00 (GMT),0.78176
2006-01-01T00:00:00+00:00 (GMT),0.821
