country=Bangladesh
massCO2PerEnergy
start,value
2000-01-01T00:00:00+00:00 (GMT),0.55582
2001-01-01T00:00:00+00:00 (GMT),0.60221
2002-01-01T00:00:00+00:00 (GMT),0.6035
2003-01-01T00:00:00+00:00 (GMT),0.57433
2004-01-01T00:00:00+00:00 (GMT),0.62762
2005-01-01T00:00:00+00:00 (GMT),0.55712
2006-01-01T00:00:00+00:00 (GMT),0.58433
