country=Portugal&type=electricity+distribution+and+transmission
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),null
1991-01-01T00:00:00+00:00 (GMT),null
1992-01-01T00:00:00+00:00 (GMT),0.08396
1993-01-01T00:00:00+00:00 (GMT),0.0788
1994-01-01T00:00:00+00:00 (GMT),0.09348
1995-01-01T00:00:00+00:00 (GMT),0.09027
1996-01-01T00:00:00+00:00 (GMT),0.09106
1997-01-01T00:00:00+00:00 (GMT),0.07895
1998-01-01T00:00:00+00:00 (GMT),0.07199
1999-01-01T00:00:00+00:00 (GMT),0.07376
2000-01-01T00:00:00+00:00 (GMT),0.08113
2001-01-01T00:00:00+00:00 (GMT),0.08453
2002-01-01T00:00:00+00:00 (GMT),0.08454
2003-01-01T00:00:00+00:00 (GMT),0.0925
2004-01-01T00:00:00+00:00 (GMT),0.08576
2005-01-01T00:00:00+00:00 (GMT),0.07903
2006-01-01T00:00:00+00:00 (GMT),0.08733
2007-01-01T00:00:00+00:00 (GMT),0.08816
2008-01-01T00:00:00+00:00 (GMT),0.08505
