country=Republic+of+Korea&type=electricity+consumption
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),0.53072
1991-01-01T00:00:00+00:00 (GMT),0.57025
1992-01-01T00:00:00+00:00 (GMT),0.59873
1993-01-01T00:00:00+00:00 (GMT),0.57946
1994-01-01T00:00:00+00:00 (GMT),0.56263
1995-01-01T00:00:00+00:00 (GMT),0.55063
1996-01-01T00:00:00+00:00 (GMT),0.54711
1997-01-01T00:00:00+00:00 (GMT),0.56946
1998-01-01T00:00:00+00:00 (GMT),0.51217
1999-01-01T00:00:00+00:00 (GMT),0.49644
2000-01-01T00:00:00+00:00 (GMT),0.51916
2001-01-01T00:00:00+00:00 (GMT),0.51993
2002-01-01T00:00:00+00:00 (GMT),0.44045
2003-01-01T00:00:00+00:00 (GMT),0.46136
2004-01-01T00:00:00+00:00 (GMT),0.45997
2005-01-01T00:00:00+00:00 (GMT),0.43325
2006-01-01T00:00:00+00:00 (GMT),0.55227
