country=Slovak+Republic&type=electricity+generation
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),0.37559
1991-01-01T00:00:00+00:00 (GMT),0.38589
1992-01-01T00:00:00+00:00 (GMT),0.35771
1993-01-01T00:00:00+00:00 (GMT),0.40975
1994-01-01T00:00:00+00:00 (GMT),0.35609
1995-01-01T00:00:00+00:00 (GMT),0.37466
1996-01-01T00:00:00+00:00 (GMT),0.36103
1997-01-01T00:00:00+00:00 (GMT),0.37698
1998-01-01T00:00:00+00:00 (GMT),0.35094
1999-01-01T00:00:00+00:00 (GMT),0.33976
2000-01-01T00:00:00+00:00 (GMT),0.26669
2001-01-01T00:00:00+00:00 (GMT),0.24116
2002-01-01T00:00:00+00:00 (GMT),0.21487
2003-01-01T00:00:00+00:00 (GMT),0.25478
2004-01-01T00:00:00+00:00 (GMT),0.24002
2005-01-01T00:00:00+00:00 (GMT),0.229
2006-01-01T00:00:00+00:00 (GMT),0.22341
2007-01-01T00:00:00+00:00 (GMT),0.22929
2008-01-01T00:00:00+00:00 (GMT),0.21715
