country=Hungary&type=electricity+generation
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),0.41968
1991-01-01T00:00:00+00:00 (GMT),0.417
1992-01-01T00:00:00+00:00 (GMT),0.43228
1993-01-01T00:00:00+00:00 (GMT),0.43262
1994-01-01T00:00:00+00:00 (GMT),0.43325
1995-01-01T00:00:00+00:00 (GMT),0.43246
1996-01-01T00:00:00+00:00 (GMT),0.42405
1997-01-01T00:00:00+00:00 (GMT),0.42802
1998-01-01T00:00:00+00:00 (GMT),0.42765
1999-01-01T00:00:00+00:00 (GMT),0.41185
2000-01-01T00:00:00+00:00 (GMT),0.40073
2001-01-01T00:00:00+00:00 (GMT),0.39368
2002-01-01T00:00:00+00:00 (GMT),0.39137
2003-01-01T00:00:00+00:00 (GMT),0.42465
2004-01-01T00:00:00+00:00 (GMT),0.39243
2005-01-01T00:00:00+00:00 (GMT),0.34065
2006-01-01T00:00:00+00:00 (GMT),0.34392
2007-01-01T00:00:00+00:00 (GMT),0.34577
2008-01-01T00:00:00+00:00 (GMT),0.33084
