country=Thailand&type=electricity+generation
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),null
1991-01-01T00:00:00+00:00 (GMT),null
1992-01-01T00:00:00+00:00 (GMT),0.6463
1993-01-01T00:00:00+00:00 (GMT),0.6301
1994-01-01T00:00:00+00:00 (GMT),0.62341
1995-01-01T00:00:00+00:00 (GMT),0.60608
1996-01-01T00:00:00+00:00 (GMT),0.62543
1997-01-01T00:00:00+00:00 (GMT),0.63371
1998-01-01T00:00:00+00:00 (GMT),0.60772
1999-01-01T00:00:00+00:00 (GMT),0.59604
2000-01-01T00:00:00+00:00 (GMT),0.56404
2001-01-01T00:00:00+00:00 (GMT),0.56235
2002-01-01T00:00:00+00:00 (GMT),0.54766
2003-01-01T00:00:00+00:00 (GMT),0.52786
2004-01-01T00:00:00+00:00 (GMT),0.53869
2005-01-01T00:00:00+00:00 (GMT),0.53541
2006-01-01T00:00:00+00:00 (GMT),0.51093
2007-01-01T00:00:00+00:00 (GMT),0.53557
2008-01-01T00:00:00+00:00 (GMT),0.52911
