country=Estonia&type=electricity+generation
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),null
1991-01-01T00:00:00+00:00 (GMT),null
1992-01-01T00:00:00+00:00 (GMT),0.61953
1993-01-01T00:00:00+00:00 (GMT),0.59639
1994-01-01T00:00:00+00:00 (GMT),0.59712
1995-01-01T00:00:00+00:00 (GMT),0.67945
1996-01-01T00:00:00+00:00 (GMT),0.67524
1997-01-01T00:00:00+00:00 (GMT),0.66382
1998-01-01T00:00:00+00:00 (GMT),0.7141
1999-01-01T00:00:00+00:00 (GMT),0.70067
2000-01-01T00:00:00+00:00 (GMT),0.69167
2001-01-01T00:00:00+00:00 (GMT),0.67865
2002-01-01T00:00:00+00:00 (GMT),0.66174
2003-01-01T00:00:00+00:00 (GMT),0.71668
2004-01-01T00:00:00+00:00 (GMT),0.70144
2005-01-01T00:00:00+00:00 (GMT),0.70951
2006-01-01T00:00:00+00:00 (GMT),0.65181
2007-01-01T00:00:00+00:00 (GMT),0.74781
2008-01-01T00:00:00+00:00 (GMT),0.75186
