country=South+Africa&type=electricity+distribution+and+transmission
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),null
1991-01-01T00:00:00+00:00 (GMT),null
1992-01-01T00:00:00+00:00 (GMT),0.1096
1993-01-01T00:00:00+00:00 (GMT),0.11283
1994-01-01T00:00:00+00:00 (GMT),0.11066
1995-01-01T00:00:00+00:00 (GMT),0.11253
1996-01-01T00:00:00+00:00 (GMT),0.1103
1997-01-01T00:00:00+00:00 (GMT),0.11142
1998-01-01T00:00:00+00:00 (GMT),0.11886
1999-01-01T00:00:00+00:00 (GMT),0.11402
2000-01-01T00:00:00+00:00 (GMT),0.11444
2001-01-01T00:00:00+00:00 (GMT),0.10623
2002-01-01T00:00:00+00:00 (GMT),0.10501
2003-01-01T00:00:00+00:00 (GMT),0.10881
2004-01-01T00:00:00+00:00 (GMT),0.11164
2005-01-01T00:00:00+00:00 (GMT),0.06563
2006-01-01T00:00:00+00:00 (GMT),0.09137
2007-01-01T00:00:00+00:00 (GMT),0.08953
2008-01-01T00:00:00+00:00 (GMT),0.09303
