country=Brazil&type=electricity+consumption
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),null
1991-01-01T00:00:00+00:00 (GMT),null
1992-01-01T00:00:00+00:00 (GMT),0.07247
1993-01-01T00:00:00+00:00 (GMT),0.06584
1994-01-01T00:00:00+00:00 (GMT),0.0608
1995-01-01T00:00:00+00:00 (GMT),0.06571
1996-01-01T00:00:00+00:00 (GMT),0.06786
1997-01-01T00:00:00+00:00 (GMT),0.07393
1998-01-01T00:00:00+00:00 (GMT),0.07393
1999-01-01T00:00:00+00:00 (GMT),0.09769
2000-01-01T00:00:00+00:00 (GMT),0.10411
2001-01-01T00:00:00+00:00 (GMT),0.1228
2002-01-01T00:00:00+00:00 (GMT),0.1013
2003-01-01T00:00:00+00:00 (GMT),0.09371
2004-01-01T00:00:00+00:00 (GMT),0.10104
2005-01-01T00:00:00+00:00 (GMT),0.09947
2006-01-01T00:00:00+00:00 (GMT),0.09622
2007-01-01T00:00:00+00:00 (GMT),0.086
2008-01-01T00:00:00+00:00 (GMT),0.10556
