country=Croatia&type=electricity+generation
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),null
1991-01-01T00:00:00+00:00 (GMT),null
1992-01-01T00:00:00+00:00 (GMT),0.32418
1993-01-01T00:00:00+00:00 (GMT),0.32746
1994-01-01T00:00:00+00:00 (GMT),0.24922
1995-01-01T00:00:00+00:00 (GMT),0.27159
1996-01-01T00:00:00+00:00 (GMT),0.25273
1997-01-01T00:00:00+00:00 (GMT),0.29745
1998-01-01T00:00:00+00:00 (GMT),0.32142
1999-01-01T00:00:00+00:00 (GMT),0.30482
2000-01-01T00:00:00+00:00 (GMT),0.30327
2001-01-01T00:00:00+00:00 (GMT),0.31286
2002-01-01T00:00:00+00:00 (GMT),0.35667
2003-01-01T00:00:00+00:00 (GMT),0.37967
2004-01-01T00:00:00+00:00 (GMT),0.30001
2005-01-01T00:00:00+00:00 (GMT),0.31398
2006-01-01T00:00:00+00:00 (GMT),0.32023
2007-01-01T00:00:00+00:00 (GMT),0.38492
2008-01-01T00:00:00+00:00 (GMT),0.34142
