country=Spain&type=electricity+generation
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),0.42715
1991-01-01T00:00:00+00:00 (GMT),0.42161
1992-01-01T00:00:00+00:00 (GMT),0.47435
1993-01-01T00:00:00+00:00 (GMT),0.41584
1994-01-01T00:00:00+00:00 (GMT),0.41079
1995-01-01T00:00:00+00:00 (GMT),0.45343
1996-01-01T00:00:00+00:00 (GMT),0.35774
1997-01-01T00:00:00+00:00 (GMT),0.39197
1998-01-01T00:00:00+00:00 (GMT),0.38092
1999-01-01T00:00:00+00:00 (GMT),0.44439
2000-01-01T00:00:00+00:00 (GMT),0.42994
2001-01-01T00:00:00+00:00 (GMT),0.38172
2002-01-01T00:00:00+00:00 (GMT),0.43402
2003-01-01T00:00:00+00:00 (GMT),0.37838
2004-01-01T00:00:00+00:00 (GMT),0.38176
2005-01-01T00:00:00+00:00 (GMT),0.39684
2006-01-01T00:00:00+00:00 (GMT),0.36875
2007-01-01T00:00:00+00:00 (GMT),0.38709
2008-01-01T00:00:00+00:00 (GMT),0.32588
