country=Slovak+Republic&type=electricity+consumption
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),0.40804
1991-01-01T00:00:00+00:00 (GMT),0.41923
1992-01-01T00:00:00+00:00 (GMT),0.38862
1993-01-01T00:00:00+00:00 (GMT),0.44515
1994-01-01T00:00:00+00:00 (GMT),0.38685
1995-01-01T00:00:00+00:00 (GMT),0.40703
1996-01-01T00:00:00+00:00 (GMT),0.39222
1997-01-01T00:00:00+00:00 (GMT),0.40954
1998-01-01T00:00:00+00:00 (GMT),0.38126
1999-01-01T00:00:00+00:00 (GMT),0.36911
2000-01-01T00:00:00+00:00 (GMT),0.28973
2001-01-01T00:00:00+00:00 (GMT),0.262
2002-01-01T00:00:00+00:00 (GMT),0.23343
2003-01-01T00:00:00+00:00 (GMT),0.2768
2004-01-01T00:00:00+00:00 (GMT),0.26076
2005-01-01T00:00:00+00:00 (GMT),0.25122
2006-01-01T00:00:00+00:00 (GMT),0.24401
2007-01-01T00:00:00+00:00 (GMT),0.24949
2008-01-01T00:00:00+00:00 (GMT),0.23322
