country=Latvia&type=electricity+consumption
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),null
1991-01-01T00:00:00+00:00 (GMT),null
1992-01-01T00:00:00+00:00 (GMT),0.33385
1993-01-01T00:00:00+00:00 (GMT),0.32493
1994-01-01T00:00:00+00:00 (GMT),0.29906
1995-01-01T00:00:00+00:00 (GMT),0.28474
1996-01-01T00:00:00+00:00 (GMT),0.31204
1997-01-01T00:00:00+00:00 (GMT),0.25953
1998-01-01T00:00:00+00:00 (GMT),0.23582
1999-01-01T00:00:00+00:00 (GMT),0.25993
2000-01-01T00:00:00+00:00 (GMT),0.23806
2001-01-01T00:00:00+00:00 (GMT),0.22584
2002-01-01T00:00:00+00:00 (GMT),0.22406
2003-01-01T00:00:00+00:00 (GMT),0.21764
2004-01-01T00:00:00+00:00 (GMT),0.19824
2005-01-01T00:00:00+00:00 (GMT),0.19018
2006-01-01T00:00:00+00:00 (GMT),0.19466
2007-01-01T00:00:00+00:00 (GMT),0.18919
2008-01-01T00:00:00+00:00 (GMT),0.18525
