country=European+Union+27&type=electricity+generation
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),null
1991-01-01T00:00:00+00:00 (GMT),null
1992-01-01T00:00:00+00:00 (GMT),0.44311
1993-01-01T00:00:00+00:00 (GMT),0.42174
1994-01-01T00:00:00+00:00 (GMT),0.42052
1995-01-01T00:00:00+00:00 (GMT),0.41904
1996-01-01T00:00:00+00:00 (GMT),0.40922
1997-01-01T00:00:00+00:00 (GMT),0.39863
1998-01-01T00:00:00+00:00 (GMT),0.39317
1999-01-01T00:00:00+00:00 (GMT),0.38372
2000-01-01T00:00:00+00:00 (GMT),0.38084
2001-01-01T00:00:00+00:00 (GMT),0.378
2002-01-01T00:00:00+00:00 (GMT),0.38376
2003-01-01T00:00:00+00:00 (GMT),0.37666
2004-01-01T00:00:00+00:00 (GMT),0.36226
2005-01-01T00:00:00+00:00 (GMT),0.34086
2006-01-01T00:00:00+00:00 (GMT),0.354
