country=Non-OECD+Europe&type=electricity+consumption
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),null
1991-01-01T00:00:00+00:00 (GMT),null
1992-01-01T00:00:00+00:00 (GMT),0.573
1993-01-01T00:00:00+00:00 (GMT),0.56021
1994-01-01T00:00:00+00:00 (GMT),0.57443
1995-01-01T00:00:00+00:00 (GMT),0.58028
1996-01-01T00:00:00+00:00 (GMT),0.56451
1997-01-01T00:00:00+00:00 (GMT),0.57726
1998-01-01T00:00:00+00:00 (GMT),0.57489
1999-01-01T00:00:00+00:00 (GMT),0.54011
2000-01-01T00:00:00+00:00 (GMT),0.57677
2001-01-01T00:00:00+00:00 (GMT),0.59048
2002-01-01T00:00:00+00:00 (GMT),0.59705
2003-01-01T00:00:00+00:00 (GMT),0.63169
2004-01-01T00:00:00+00:00 (GMT),0.59972
2005-01-01T00:00:00+00:00 (GMT),0.553
2006-01-01T00:00:00+00:00 (GMT),0.5795
2007-01-01T00:00:00+00:00 (GMT),0.62066
2008-01-01T00:00:00+00:00 (GMT),0.60022
