country=Ukraine&type=electricity+distribution+and+transmission
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),null
1991-01-01T00:00:00+00:00 (GMT),null
1992-01-01T00:00:00+00:00 (GMT),0.11122
1993-01-01T00:00:00+00:00 (GMT),0.1159
1994-01-01T00:00:00+00:00 (GMT),0.10862
1995-01-01T00:00:00+00:00 (GMT),0.10919
1996-01-01T00:00:00+00:00 (GMT),0.09496
1997-01-01T00:00:00+00:00 (GMT),0.09212
1998-01-01T00:00:00+00:00 (GMT),0.09453
1999-01-01T00:00:00+00:00 (GMT),0.09656
2000-01-01T00:00:00+00:00 (GMT),0.09876
2001-01-01T00:00:00+00:00 (GMT),0.09384
2002-01-01T00:00:00+00:00 (GMT),0.09247
2003-01-01T00:00:00+00:00 (GMT),0.10849
2004-01-01T00:00:00+00:00 (GMT),0.09012
2005-01-01T00:00:00+00:00 (GMT),0.08976
2006-01-01T00:00:00+00:00 (GMT),0.08839
2007-01-01T00:00:00+00:00 (GMT),0.08723
2008-01-01T00:00:00+00:00 (GMT),0.09152
