country=Latin+America&type=electricity+consumption
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),null
1991-01-01T00:00:00+00:00 (GMT),null
1992-01-01T00:00:00+00:00 (GMT),0.22369
1993-01-01T00:00:00+00:00 (GMT),0.21309
1994-01-01T00:00:00+00:00 (GMT),0.20715
1995-01-01T00:00:00+00:00 (GMT),0.21163
1996-01-01T00:00:00+00:00 (GMT),0.21262
1997-01-01T00:00:00+00:00 (GMT),0.21909
1998-01-01T00:00:00+00:00 (GMT),0.22945
1999-01-01T00:00:00+00:00 (GMT),0.22862
2000-01-01T00:00:00+00:00 (GMT),0.22386
2001-01-01T00:00:00+00:00 (GMT),0.23387
2002-01-01T00:00:00+00:00 (GMT),0.22749
2003-01-01T00:00:00+00:00 (GMT),0.22666
2004-01-01T00:00:00+00:00 (GMT),0.23168
2005-01-01T00:00:00+00:00 (GMT),0.2289
2006-01-01T00:00:00+00:00 (GMT),0.22634
2007-01-01T00:00:00+00:00 (GMT),0.23155
2008-01-01T00:00:00+00:00 (GMT),0.24113
