country=Pakistan&type=electricity+distribution+and+transmission
annualMassDirectCO2PerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),null
1991-01-01T00:00:00+00:00 (GMT),null
1992-01-01T00:00:00+00:00 (GMT),0.13508
1993-01-01T00:00:00+00:00 (GMT),0.132
1994-01-01T00:00:00+00:00 (GMT),0.13438
1995-01-01T00:00:00+00:00 (GMT),0.13911
1996-01-01T00:00:00+00:00 (GMT),0.15207
1997-01-01T00:00:00+00:00 (GMT),0.15588
1998-01-01T00:00:00+00:00 (GMT),0.14135
1999-01-01T00:00:00+00:00 (GMT),0.16072
2000-01-01T00:00:00+00:00 (GMT),0.16471
2001-01-01T00:00:00+00:00 (GMT),0.15905
2002-01-01T00:00:00+00:00 (GMT),0.15214
2003-01-01T00:00:00+00:00 (GMT),0.12737
2004-01-01T00:00:00+00:00 (GMT),0.13649
2005-01-01T00:00:00+00:00 (GMT),0.12797
2006-01-01T00:00:00+00:00 (GMT),0.1251
2007-01-01T00:00:00+00:00 (GMT),0.10966
2008-01-01T00:00:00+00:00 (GMT),0.123
