"brandName","modelName","modelNumber","energyPerTime","units","source"
"Panasonic","Multi-Function Printer","KX-MB781",99.14,"kWh/year","www.energystar.gov"
"Gestetner","c","C3535spf",292.19,"kWh/year","www.energystar.gov"
"Gestetner","DSc525","DSc525",203.49,"kWh/year","www.energystar.gov"
"Gestetner","DSc525spf","DSc525spf",203.49,"kWh/year","www.energystar.gov"
"Gestetner","DSc530","DSc530",229.58,"kWh/year","www.energystar.gov"
"Gestetner","DSc530spf","DSc530spf",229.58,"kWh/year","www.energystar.gov"
"Gestetner","DSc535","DSc535",292.19,"kWh/year","www.energystar.gov"
"Gestetner","DSc545","DSc545",292.19,"kWh/year","www.energystar.gov"
"Gestetner","DSc545spf","DSc545spf",292.19,"kWh/year","www.energystar.gov"
"Gestetner","DSm416f","DSm416f",67.83,"kWh/year","www.energystar.gov"
"Gestetner","DSm416pf","DSm416pf",67.83,"kWh/year","www.energystar.gov"
"Gestetner","DSm716s","DSm716s",46.96,"kWh/year","www.energystar.gov"
"Gestetner","DSm716spf","DSm716spf",46.96,"kWh/year","www.energystar.gov"
"Gestetner","DSm721ds","DSm721ds",62.61,"kWh/year","www.energystar.gov"
"Gestetner","DSm721dspf","DSm721dspf",62.61,"kWh/year","www.energystar.gov"
"Gestetner","DSm725ep","DSm725ep",109.57,"kWh/year","www.energystar.gov"
"Gestetner","DSm725esp","DSm725esp",109.57,"kWh/year","www.energystar.gov"
"Gestetner","DSm725espi","DSm725espi",109.57,"kWh/year","www.energystar.gov"
"Gestetner","DSm730ep","DSm730ep",125.22,"kWh/year","www.energystar.gov"
"Gestetner","DSm730esp","DSm730esp",125.22,"kWh/year","www.energystar.gov"
"Gestetner","DSm730espi","DSm730espi",125.22,"kWh/year","www.energystar.gov"
"Gestetner","DSm735ep","DSm735ep",198.27,"kWh/year","www.energystar.gov"
"Gestetner","DSm735esp","DSm735esp",198.27,"kWh/year","www.energystar.gov"
"Gestetner","DSm735espi","DSm735espi",198.27,"kWh/year","www.energystar.gov"
"Gestetner","DSm755sp","DSm755sp",516.55,"kWh/year","www.energystar.gov"
"Gestetner","DSm765sp","DSm765sp",516.55,"kWh/year","www.energystar.gov"
"Gestetner","DSm 775sp","DSm 775sp",516.55,"kWh/year","www.energystar.gov"
"Gestetner","Gestetner MP171SPF","Gestetner MP171SPF",83.48,"kWh/year","www.energystar.gov"
"Gestetner","Gestetner MP 2550","Gestetner MP 2550",125.22,"kWh/year","www.energystar.gov"
"Gestetner","Gestetner MP 3350","Gestetner MP 3350",156.53,"kWh/year","www.energystar.gov"
"Gestetner","Gestetner MP 4000","Gestetner MP 4000",182.62,"kWh/year","www.energystar.gov"
"Gestetner","Gestetner MP 5000","Gestetner MP 5000",213.93,"kWh/year","www.energystar.gov"
"Gestetner","Gestetner MP C2050","Gestetner MP C2050",130.44,"kWh/year","www.energystar.gov"
"Gestetner","Gestetner MP C2550","Gestetner MP C2550",151.31,"kWh/year","www.energystar.gov"
"Gestetner","Gestetner SP C220S","Gestetner SP C220S",234.8,"kWh/year","www.energystar.gov"
"Gestetner","Gestetner SPC 221SF","Gestetner SPC 221SF",255.67,"kWh/year","www.energystar.gov"
"Gestetner","Gestetner SPC221SF","Gestetner SPC221SF",255.67,"kWh/year","www.energystar.gov"
"Gestetner","MP 6000 SP","MP 6000 SP",542.64,"kWh/year","www.energystar.gov"
"Gestetner","MP 6001 SP","MP 6001 SP",349.59,"kWh/year","www.energystar.gov"
"Gestetner","MP 7000 SP","MP 7000 SP",542.64,"kWh/year","www.energystar.gov"
"Gestetner","MP C2000","Gestetner MP C2000",166.97,"kWh/year","www.energystar.gov"
"Gestetner","MP C2030","MP C2030",135.66,"kWh/year","www.energystar.gov"
"Gestetner","MP C2800","MP C2800",161.75,"kWh/year","www.energystar.gov"
"Gestetner","MP C3300","MP C3300",166.97,"kWh/year","www.energystar.gov"
"Gestetner","MP C4000","MP C4000",182.62,"kWh/year","www.energystar.gov"
"Gestetner","MP C5000","MP C5000",229.58,"kWh/year","www.energystar.gov"
"Lanier","Lanier LD 040","Lanier LD 040",182.62,"kWh/year","www.energystar.gov"
"Lanier","Lanier LD 050","Lanier LD 050",213.93,"kWh/year","www.energystar.gov"
"Lanier","Lanier LD 425","Lanier LD 425",125.22,"kWh/year","www.energystar.gov"
"Lanier","Lanier LD520C","Lanier LD520C",130.44,"kWh/year","www.energystar.gov"
"Lanier","Lanier LD525C","LanierLD525C",151.31,"kWh/year","www.energystar.gov"
"Lanier","Lanier MP171SPF","Lanier MP171SPF",83.48,"kWh/year","www.energystar.gov"
"Lanier","Lanier MP 3350","Lanier MP 3350",156.53,"kWh/year","www.energystar.gov"
"Lanier","Lanier SP C220S","Lanier SP C220S",234.8,"kWh/year","www.energystar.gov"
"Lanier","Lanier SPC 221SF","Lanier SPC 221SF",255.67,"kWh/year","www.energystar.gov"
"Lanier","Lanier SPC221SF","Lanier SPC221SF",255.67,"kWh/year","www.energystar.gov"
"Lanier","LD016f","LD016f",67.83,"kWh/year","www.energystar.gov"
"Lanier","LD016spf","LD016spf",67.83,"kWh/year","www.energystar.gov"
"Lanier","LD255sp","LD255sp",516.55,"kWh/year","www.energystar.gov"
"Lanier","LD260sp","LD260sp",542.64,"kWh/year","www.energystar.gov"
"Lanier","LD265sp","LD265sp",516.55,"kWh/year","www.energystar.gov"
"Lanier","LD270sp","LD270sp",542.64,"kWh/year","www.energystar.gov"
"Lanier","LD275sp","LD275sp",516.55,"kWh/year","www.energystar.gov"
"Lanier","LD316L","LD316L",46.96,"kWh/year","www.energystar.gov"
"Lanier","LD320dL","LD320dL",62.61,"kWh/year","www.energystar.gov"
"Lanier","LD360sp","LD360sp",349.59,"kWh/year","www.energystar.gov"
"Lanier","LD425c","LD425c",203.49,"kWh/year","www.energystar.gov"
"Lanier","LD430c","LD430c",229.58,"kWh/year","www.energystar.gov"
"Lanier","LD435c","LD435c",292.19,"kWh/year","www.energystar.gov"
"Lanier","LD445c","LD445c",292.19,"kWh/year","www.energystar.gov"
"Lanier","LD520CL","LD520CL",135.66,"kWh/year","www.energystar.gov"
"Lanier","LD528C","LD528C",161.75,"kWh/year","www.energystar.gov"
"Lanier","LD533C","LD533C",166.97,"kWh/year","www.energystar.gov"
"Lanier","LD540C","LD540C",182.62,"kWh/year","www.energystar.gov"
"Lanier","LD550C","LD550C",229.58,"kWh/year","www.energystar.gov"
"Lanier","MP C2000","Lanier MP C2000",166.97,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 1600L","Aficio MP 1600L",46.96,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 1600SPF","Aficio MP 1600SPF",46.96,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP161F","Aficio MP161F",67.83,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 161SPF","Aficio MP 161SPF",67.83,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP171SPF","Aficio MP171SPF",83.48,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 2000L","Aficio MP 2000L",62.61,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 2000SPF","Aficio MP 2000SPF",62.61,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 2510P","Aficio MP 2510P",109.57,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 2510SP","Aficio MP 2510SP",109.57,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 2510SPF","Aficio MP 2510SPF",109.57,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 2510SPi","Aficio MP 2510SPi",109.57,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 2550","Aficio MP 2550",125.22,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 3010P","Aficio MP 3010P",125.22,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 3010SP","Aficio MP 3010SP",125.22,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 3010SPF","Aficio MP 3010SPF",125.22,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 3010SPi","Aficio MP 3010SPi",125.22,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 3350","Aficio MP 3350",156.53,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 3500P","Aficio MP 3500P",198.27,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 3500SP","Aficio MP 3500SP",198.27,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 3500SPF","Aficio MP 3500SPF",198.27,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 3500SPi","Aficio MP 3500SPi",198.27,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 4000","Aficio MP 4000",182.62,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 5000","Aficio MP 5000",213.93,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 5500SP","Aficio MP 5500SP",516.55,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP6000SP","Aficio MP6000SP",542.64,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP6001 SP","Aficio MP6001 SP",349.59,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 6500SP","Aficio MP 6500SP",516.55,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP7000 SP","Aficio MP7000 SP",542.64,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP 7500SP","Aficio MP 7500SP",516.55,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP8000SP","Aficio MP8000SP",542.64,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C2000","Aficio MP C2000",166.97,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C2030","Aficio MP C2030",135.66,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C2050","Aficio MP C2050",130.44,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C2500","Aficio MP C2500",203.49,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C2500SPF","Aficio MP C2500SPF",203.49,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C2550","Aficio MP C2550",151.31,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C2800","Aficio MP C2800",161.75,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C3000","Aficio MP C3000",229.58,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C3000SPF","Aficio MP C3000SPF",229.58,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C3300","Aficio MP C3300",166.97,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C3500","Aficio MP C3500",292.19,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C3500SPF","Aficio MP C3500SPF",292.19,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C4000","Aficio MP C4000",182.62,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C4500","Aficio MP C4500",292.19,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C4500SPF","Aficio MP C4500SPF",292.19,"kWh/year","www.energystar.gov"
"Ricoh","Aficio MP C5000","Aficio MP C5000",229.58,"kWh/year","www.energystar.gov"
"Ricoh","Aficio SP C220S","Aficio SP C220S",234.8,"kWh/year","www.energystar.gov"
"Ricoh","Aficio SPC221SF","Aficio SPC221SF",255.67,"kWh/year","www.energystar.gov"
"Ricoh","MP C2000G","Ricoh MP C2000G",166.97,"kWh/year","www.energystar.gov"
"Savin","8025ep","8025ep",109.57,"kWh/year","www.energystar.gov"
"Savin","8025esp","8025esp",109.57,"kWh/year","www.energystar.gov"
"Savin","8025espi","8025espi",109.57,"kWh/year","www.energystar.gov"
"Savin","8030ep","8030ep",125.22,"kWh/year","www.energystar.gov"
"Savin","8030esp","8030esp",125.22,"kWh/year","www.energystar.gov"
"Savin","8030espi","8030espi",125.22,"kWh/year","www.energystar.gov"
"Savin","8035ep","8035ep",198.27,"kWh/year","www.energystar.gov"
"Savin","8035esp","8035esp",198.27,"kWh/year","www.energystar.gov"
"Savin","8035espi","8035espi",198.27,"kWh/year","www.energystar.gov"
"Savin","8055sp","8055sp",516.55,"kWh/year","www.energystar.gov"
"Savin","8060sp","8060sp",542.64,"kWh/year","www.energystar.gov"
"Savin","8065sp","8065sp",516.55,"kWh/year","www.energystar.gov"
"Savin","8070sp","8070sp",542.64,"kWh/year","www.energystar.gov"
"Savin","8075sp","8075sp",516.55,"kWh/year","www.energystar.gov"
"Savin","816f","816f",67.83,"kWh/year","www.energystar.gov"
"Savin","816mf","816mf",67.83,"kWh/year","www.energystar.gov"
"Savin","9016s","9016s",46.96,"kWh/year","www.energystar.gov"
"Savin","9016spf","9016spf",46.96,"kWh/year","www.energystar.gov"
"Savin","9021ds","9021ds",62.61,"kWh/year","www.energystar.gov"
"Savin","9021dspf","9021dspf",62.61,"kWh/year","www.energystar.gov"
"Savin","9060sp","9060sp",349.59,"kWh/year","www.energystar.gov"
"Savin","C2525","C2525",203.49,"kWh/year","www.energystar.gov"
"Savin","C2525spf","C2525spf",203.49,"kWh/year","www.energystar.gov"
"Savin","C2828","C2828",161.75,"kWh/year","www.energystar.gov"
"Savin","C3030","C3030",229.58,"kWh/year","www.energystar.gov"
"Savin","C3030spf","C3030spf",229.58,"kWh/year","www.energystar.gov"
"Savin","C3333","C3333",166.97,"kWh/year","www.energystar.gov"
"Savin","C3535","C3535",292.19,"kWh/year","www.energystar.gov"
"Savin","C3535spf","C3535spf",292.19,"kWh/year","www.energystar.gov"
"Savin","C4040","C4040",182.62,"kWh/year","www.energystar.gov"
"Savin","C4540","C4540",292.19,"kWh/year","www.energystar.gov"
"Savin","C4540spf","C4540spf",292.19,"kWh/year","www.energystar.gov"
"Savin","C5050","C5050",229.58,"kWh/year","www.energystar.gov"
"Savin","C9020L","C9020L",135.66,"kWh/year","www.energystar.gov"
"Savin","Savin 9025","Savin 9025",125.22,"kWh/year","www.energystar.gov"
"Savin","Savin 9040","Savin 9040",182.62,"kWh/year","www.energystar.gov"
"Savin","Savin 9050","Savin 9050",213.93,"kWh/year","www.energystar.gov"
"Savin","Savin C9020","Savin C9020",130.44,"kWh/year","www.energystar.gov"
"Savin","Savin C9025","Savin C9025",151.31,"kWh/year","www.energystar.gov"
"Savin","Savin MP171SPF","Savin MP171SPF",83.48,"kWh/year","www.energystar.gov"
"Samsung","CLX-2160","CLX-2160",146.1,"kWh/year","www.energystar.gov"
"Samsung","CLX-2160N","CLX-2160N",156.53,"kWh/year","www.energystar.gov"
"Samsung","CLX-3160FN","CLX-3160FN",177.4,"kWh/year","www.energystar.gov"
"Samsung","CLX-3160N","CLX-3160N",172.18,"kWh/year","www.energystar.gov"
"Samsung","CLX-3170","CLX-3170",140.88,"kWh/year","www.energystar.gov"
"Samsung","CLX-3170FN","CLX-3170FN",146.1,"kWh/year","www.energystar.gov"
"Samsung","CLX-3170FW","CLX-3170FW",151.31,"kWh/year","www.energystar.gov"
"Samsung","CLX-3170N","CLX-3170N",140.88,"kWh/year","www.energystar.gov"
"Samsung","CLX-3175","CLX-3175",140.88,"kWh/year","www.energystar.gov"
"Samsung","CLX-3175FN","CLX-3175FN",146.1,"kWh/year","www.energystar.gov"
"Samsung","CLX-3175FW","CLX-3175FW",151.31,"kWh/year","www.energystar.gov"
"Samsung","CLX-3175N","CLX-3175N",140.88,"kWh/year","www.energystar.gov"
"Samsung","CLX-6200FX","CLX-6200FX",260.89,"kWh/year","www.energystar.gov"
"Samsung","CLX-6200ND","CLX-6200ND",240.01,"kWh/year","www.energystar.gov"
"Samsung","CLX-6210FX","CLX-6210FX",245.23,"kWh/year","www.energystar.gov"
"Samsung","CLX-6240FX","CLX-6240FX",297.41,"kWh/year","www.energystar.gov"
"Samsung","CLX-8380ND","CLX-8380ND",485.25,"kWh/year","www.energystar.gov"
"Samsung","CLX-8385ND","CLX-8385ND",386.11,"kWh/year","www.energystar.gov"
"Samsung","SCX-4200","SCX-4200",114.79,"kWh/year","www.energystar.gov"
"Samsung","SCX-4300","SCX-4300",99.14,"kWh/year","www.energystar.gov"
"Samsung","SCX-4321","SCX-4321",125.22,"kWh/year","www.energystar.gov"
"Samsung","SCX-4500","SCX-4500",73.05,"kWh/year","www.energystar.gov"
"Samsung","SCX-4500S","SCX-4500S",73.05,"kWh/year","www.energystar.gov"
"Samsung","SCX-4500W","SCX-4500W",109.57,"kWh/year","www.energystar.gov"
"Samsung","SCX-4521F","SCX-4521F",125.22,"kWh/year","www.energystar.gov"
"Samsung","SCX-4725F","SCX-4725F",135.66,"kWh/year","www.energystar.gov"
"Samsung","SCX-4826FN","SCX-4826FN",224.36,"kWh/year","www.energystar.gov"
"Samsung","SCX-4828FN","SCX-4828FN",172.18,"kWh/year","www.energystar.gov"
"Samsung","SCX-5530FN","SCX-5530FN",234.8,"kWh/year","www.energystar.gov"
"Samsung","SCX-5835FN","SCX-5835FN",276.54,"kWh/year","www.energystar.gov"
"Samsung","SCX-5935FN","SCX-5935FN",276.54,"kWh/year","www.energystar.gov"
"Samsung","SCX-6545N","SCX-6545N",443.5,"kWh/year","www.energystar.gov"
"Samsung","SCX-6555N","SCX-6555N",469.59,"kWh/year","www.energystar.gov"
"Samsung","SF-565PR","SF-565PR",114.79,"kWh/year","www.energystar.gov"
"Sharp","AL-2030","AL-2030",99.14,"kWh/year","www.energystar.gov"
"Sharp","AM900","AM900",26.09,"kWh/year","www.energystar.gov"
"Sharp","AR-208D","AR-208D",104.35,"kWh/year","www.energystar.gov"
"Sharp","AR-208S","AR-208S",104.35,"kWh/year","www.energystar.gov"
"Sharp","AR-5316","AR-5316",99.14,"kWh/year","www.energystar.gov"
"Sharp","AR-5516","AR-5516",83.48,"kWh/year","www.energystar.gov"
"Sharp","AR-5520D","AR-5520D",99.14,"kWh/year","www.energystar.gov"
"Sharp","AR-M207","AR-M207",114.79,"kWh/year","www.energystar.gov"
"Sharp","AR-M257","AR-M257",156.53,"kWh/year","www.energystar.gov"
"Sharp","AR-M257J","AR-M257J",156.53,"kWh/year","www.energystar.gov"
"Sharp","AR-M317","AR-M317",193.05,"kWh/year","www.energystar.gov"
"Sharp","AR-M317J","AR-M317J",193.05,"kWh/year","www.energystar.gov"
"Sharp","DX-C400","DX-C400",490.46,"kWh/year","www.energystar.gov"
"Sharp","DX-C401","DX-C401",490.46,"kWh/year","www.energystar.gov"
"Sharp","MX-5001N","MX-5001N",725.26,"kWh/year","www.energystar.gov"
"Sharp","MX-6200N","MX-6200N",323.5,"kWh/year","www.energystar.gov"
"Sharp","MX-6200NJ","MX-6200NJ",323.5,"kWh/year","www.energystar.gov"
"Sharp","MX-7001N","MX-7001N",1100.93,"kWh/year","www.energystar.gov"
"Sharp","MX-7001NJ","MX-70001NJ",1100.93,"kWh/year","www.energystar.gov"
"Sharp","MX-B401","MX-B401",406.98,"kWh/year","www.energystar.gov"
"Sharp","MX-C401","MX-C401",490.46,"kWh/year","www.energystar.gov"
"Sharp","MX-M363N","MX-M363N",229.58,"kWh/year","www.energystar.gov"
"Sharp","MX-M450U","MX-M450U",459.16,"kWh/year","www.energystar.gov"
"Sharp","MX-M453N","MX-M453N",240.01,"kWh/year","www.energystar.gov"
"Sharp","MX-M503N","MX-M503N",260.89,"kWh/year","www.energystar.gov"
"Sharp","MX-M700U","MX-M700U",855.7,"kWh/year","www.energystar.gov"
"Source Technologies","ST9551DE","ST9551DE",511.33,"kWh/year","www.energystar.gov"
"Source Technologies","ST9551DTE","ST9551DTE",511.33,"kWh/year","www.energystar.gov"
"Source Technologies","ST9652","ST9652",521.77,"kWh/year","www.energystar.gov"
"Toshiba","e-Studio167","e-Studio167",99.14,"kWh/year","www.energystar.gov"
"Toshiba","eSTUDIO170F","eSTUDIO170F",109.57,"kWh/year","www.energystar.gov"
"Toshiba","e-Studio205L","eStudio205L",88.7,"kWh/year","www.energystar.gov"
"Toshiba","e-Studio237","e-Studio237",109.57,"kWh/year","www.energystar.gov"
"Toshiba","e-Studio255","e-Studio255",109.57,"kWh/year","www.energystar.gov"
"Toshiba","e-Studio2830c","e-Studio2830c",589.6,"kWh/year","www.energystar.gov"
"Toshiba","e-Studio305","e-Studio305",130.44,"kWh/year","www.energystar.gov"
"Toshiba","e-Studio355","e-Studio355",161.75,"kWh/year","www.energystar.gov"
"Toshiba","e-Studio4520c","e-Studio4520c",594.82,"kWh/year","www.energystar.gov"
"Toshiba","e-Studio455","e-Studio455",182.62,"kWh/year","www.energystar.gov"
"Toshiba","e-Studio555","e-Studio555",584.38,"kWh/year","www.energystar.gov"
"Toshiba","e-Studio655","e-Studio655",777.44,"kWh/year","www.energystar.gov"
"Toshiba","e-Studio755","e-Studio755",850.49,"kWh/year","www.energystar.gov"
"Toshiba","e-Studio855","e-Studio855",897.44,"kWh/year","www.energystar.gov"
"Xerox","4250 Copier","4250 Copier",464.38,"kWh/year","www.energystar.gov"
"Xerox","4250 Copier","4250 Copier",480.03,"kWh/year","www.energystar.gov"
"Xerox","4250/S","4250/S",464.38,"kWh/year","www.energystar.gov"
"Xerox","4250/S","4250/S",480.03,"kWh/year","www.energystar.gov"
"Xerox","4250/X","4250/X",464.38,"kWh/year","www.energystar.gov"
"Xerox","4250/X","4250/X",480.03,"kWh/year","www.energystar.gov"
"Xerox","ColorQube",9201,1627.92,"kWh/year","www.energystar.gov"
"Xerox","ColorQube",9202,1627.92,"kWh/year","www.energystar.gov"
"Xerox","ColorQube",9203,1627.92,"kWh/year","www.energystar.gov"
"Xerox","DocuColor 242","DocuColor 242",683.52,"kWh/year","www.energystar.gov"
"Xerox","DocuColor 252","DocuColor 252",730.48,"kWh/year","www.energystar.gov"
"Xerox","Nuvera 120 EA Production System","Nuvera 120 EA Production System",2008.81,"kWh/year","www.energystar.gov"
"Xerox","Phaser 3300MFP","Phaser 3300MFP",203.49,"kWh/year","www.energystar.gov"
"Xerox","Phaser 3635MFP/S","Phaser 3635MFP/S",276.54,"kWh/year","www.energystar.gov"
"Xerox","Phaser 3635MFP/X","Phaser 3635MFP/X",276.54,"kWh/year","www.energystar.gov"
"Xerox","Phaser 6110MFP/B","Phaser 6110MFP/B",135.66,"kWh/year","www.energystar.gov"
"Xerox","Phaser 6128MFP/N","Phaser 6128MFP/N",198.27,"kWh/year","www.energystar.gov"
"Xerox","Phaser 6180MFP/D","Phaser 6180MFP/D",339.15,"kWh/year","www.energystar.gov"
"Xerox","Phaser 6180MFP/N","Phaser 6180MFP/N",339.15,"kWh/year","www.energystar.gov"
"Xerox","Phaser 8560MFP/D (S-configuration) (115V/60Hz)","Phaser 8560MFP/D (S-configuration) (115V/60Hz)",354.8,"kWh/year","www.energystar.gov"
"Xerox","Phaser 8560MFP/D (S-configuration) (230V/50Hz)","Phaser 8560MFP/D (S-configuration) (230V/50Hz)",354.8,"kWh/year","www.energystar.gov"
"Xerox","Phaser 8560MFP/N (S-configuration) (115V/60Hz)","Phaser 8560MFP/N (S-configuration) (115V/60Hz)",354.8,"kWh/year","www.energystar.gov"
"Xerox","Phaser 8560MFP/T (S-configuration)","Phaser 8560MFP/T (S-configuration)",354.8,"kWh/year","www.energystar.gov"
"Xerox","Phaser 8860MFP/D (S-configuration)","Phaser 8860MFP/D (S-configuration)",360.02,"kWh/year","www.energystar.gov"
"Xerox","WC7232","WC7232",391.33,"kWh/year","www.energystar.gov"
"Xerox","WC7242","WC7242",422.63,"kWh/year","www.energystar.gov"
"Xerox","WC7242","WC7242",391.33,"kWh/year","www.energystar.gov"
"Xerox","WokCentre 5230A","WorkCentre 5230A",161.75,"kWh/year","www.energystar.gov"
"Xerox","WorkCenter 5225A","WorkCentre 5225A",161.75,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre",7665,975.71,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 3119","WorkCentre 3119",99.14,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 3210","WorkCentre 3210",130.44,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 3220","WorkCentre 3220",172.18,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 4250XF","WorkCentre 4250XF",464.38,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 4250XF","WorkCentre 4250XF",480.03,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 4260","WorkCentre 4260",480.03,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 4260S","Work Centre 4260S",480.03,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 4260X","WorkCentre 4260X",480.03,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 4260XF","WorkCentre 4260XF",480.03,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 5222","WorkCentre 5222",198.27,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 5225","WorkCentre 5225",198.27,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 5225A Printer Copier","WorkCentre 5225A Printer Copier",104.35,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 5230","WorkCentre 5230",198.27,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 5230A Printer Copier","WorkCentre 5230A Printer Copier",120.01,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 5230 Printer Copier","WorkCentre 5230 Printer Copier",120.01,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 5638","WorkCentre 5638",375.67,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 5645","WorkCentre 5645",500.9,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 5665","WorkCentre 5665",746.13,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 5675","WorkCentre 5675",975.71,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 5687","WorkCentre 5687",975.71,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 6400S","WorkCentre 6400S",495.68,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 6400X","WorkCentre 6400X",495.68,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 6400XF","WorkCentre 6400XF",495.68,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 7132","WorkCentre 7132",380.89,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 7345","WorkCentre 7345",547.86,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 7425","WorkCentre 7425",182.62,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 7428","WorkCentre 7428",266.1,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 7435","WorkCentre 7435",302.63,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre 7675-MFD","WorkCentre 7675-MFD",1377.47,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre  PE220","WorkCentre  PE220",125.22,"kWh/year","www.energystar.gov"
"Xerox","WorkCentre Pro 275","WorkCentre Pro 275",1085.28,"kWh/year","www.energystar.gov"
"Xerox","Xerox Nuvera 120 EA Digital Production System - MFD","Xerox Nuvera 120 EA Digital Production System - MFD",2848.86,"kWh/year","www.energystar.gov"
"Xerox","Xerox Nuvera 144 Digital Production System - MFD","Xerox Nuvera 144 Digital Production System - MFD",2848.86,"kWh/year","www.energystar.gov"
"Xerox","Xerox Nuvera 144 EA Digital Production System - MFD","Xerox Nuvera 144 EA Digital Production System - MFD",2848.86,"kWh/year","www.energystar.gov"
"Xerox","Xerox WorkCentre 7346","Xerox WorkCentre 7346",537.42,"kWh/year","www.energystar.gov"
