region=WECC&type=non+baseload
massOzoneSeasonNOxPerEnergy
start,value
2004-01-01T00:00:00+00:00 (GMT),1.31
2005-01-01T00:00:00+00:00 (GMT),0.9703
2007-01-01T00:00:00+00:00 (GMT),0.9999
