"productType","brand","modelName","modelNumber","category","energyPerTime","units","source"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7187","D",177,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7345","A",166.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7345","B",186.8,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7345","C",172.9,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7345","D",177,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7348","A",166.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7348","B",186.8,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7348","C",172.9,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7348","D",177,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7356","A",166.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7356","B",186.8,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7356","C",172.9,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7356","D",177,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7359","A",166.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7359","B",186.8,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7359","C",172.9,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7359","D",177,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7479","A",166.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7479","B",186.8,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7479","C",172.9,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7479","D",177,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7626","A",166.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7626","B",186.8,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7626","C",172.9,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7626","D",177,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7629","A",166.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7629","B",186.8,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7629","C",172.9,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7629","D",177,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7637","A",166.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7637","B",186.8,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7637","C",172.9,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","7637","D",177,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","6136","A",166.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","6136","B",186.8,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","6136","C",172.9,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p Eco uSFF","6136","D",177,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton S670G","Veriton S670G","A",167.1,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton S670G","Veriton S670G","B",248.6,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton S670G","Veriton S670G","C",206.5,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton S670G","Veriton S670G","D",298.7,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton S678G","Veriton S678G","A",167.1,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton S678G","Veriton S678G","B",248.6,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton S678G","Veriton S678G","C",206.5,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton S678G","Veriton S678G","D",298.7,"kWh/year","www.energystar.gov"
"Desktop","HP","dx9000 TouchSmart Business PC","dx9000","B",106.5,"kWh/year","www.energystar.gov"
"Desktop","ITAUTEC","Infoway","ST 4253 Small Form Factor","B",183,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 TOWER","7847","A",168.3,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 TOWER","7847","B",229.6,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 TOWER","7847","C",221.4,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 TOWER","7847","D",248.2,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 SFF","7506","A",159.6,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 SFF","7506","B",224.6,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 SFF","7506","C",221,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 SFF","7506","D",242.7,"kWh/year","www.energystar.gov"
"Integrated Computers","Sony","VGC-JS290J/Q","VGC-JS290J/Q","B",181.2,"kWh/year","www.energystar.gov"
"Integrated Computers","Sony","VGC-JS290J/S","VGC-JS290J/S","B",181.2,"kWh/year","www.energystar.gov"
"Integrated Computers","Sony","VGC-JS270J/Q","VGC-JS270J/Q","B",181.2,"kWh/year","www.energystar.gov"
"Integrated Computers","Sony","VGC-JS250J/B","VGC-JS250J/B","B",181.2,"kWh/year","www.energystar.gov"
"Integrated Computers","Sony","VGC-JS250J/S","VGC-JS250J/S","B",181.2,"kWh/year","www.energystar.gov"
"Integrated Computers","Sony","VGC-JS220N/B","VGC-JS220N/B","B",118.7,"kWh/year","www.energystar.gov"
"Integrated Computers","Sony","VGC-JS230J/B","VGC-JS230J/B","B",124.6,"kWh/year","www.energystar.gov"
"Integrated Computers","Sony","VGC-JS230J/P","VGC-JS230J/P","B",124.6,"kWh/year","www.energystar.gov"
"Integrated Computers","Sony","VGC-JS230J/S","VGC-JS230J/S","B",124.6,"kWh/year","www.energystar.gov"
"Integrated Computers","Sony","VGC-JS230J/T","VGC-JS230J/T","B",124.6,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 TOWER","7843","A",168.3,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 TOWER","7843","B",229.6,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 TOWER","7843","C",221.4,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 TOWER","7843","D",248.2,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 SFF","7514","A",159.6,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 SFF","7514","B",224.6,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 SFF","7514","C",221,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58e/A58 SFF","7514","D",242.7,"kWh/year","www.energystar.gov"
"Integrated Computers","Apple","iMac - 20-inch, 2.66GHz","MB417","B",84.8,"kWh/year","www.energystar.gov"
"Desktop","Apple","Mac mini, 2.0GHz, 120GB Hard Drive","MB463","A",47.8,"kWh/year","www.energystar.gov"
"Desktop","Apple","Mac mini, 2.0GHz, 320GB Hard Drive","MB464","B",47.8,"kWh/year","www.energystar.gov"
"Integrated Computers","Apple","iMac - 24-inch, 3.06GHz","MB420","B",146.5,"kWh/year","www.energystar.gov"
"Integrated Computers","Apple","iMac - 24inch, 2.93GHz","MB419","B",127.8,"kWh/year","www.energystar.gov"
"Integrated Computers","Apple","iMac - 24-inch, 2.66GHz","MB418","B",85.1,"kWh/year","www.energystar.gov"
"Desktop","Apple","Mac mini, 2.26GHz, 120GB Hard Drive","Z0FW","B",50.6,"kWh/year","www.energystar.gov"
"Desktop","Apple","Mac mini, 2.26GHz, 320GB Hard Drive","Z0FX","B",50.6,"kWh/year","www.energystar.gov"
"Desktop","Voyageur","Voyageur M2100ES","Voyageur M2100ES","C",164.2,"kWh/year","www.energystar.gov"
"Desktop","Dell","Inspiron 537s","DCSLE","B",117.5,"kWh/year","www.energystar.gov"
"Desktop","Dell","Inspiron 537s","DCSLE","D",189.8,"kWh/year","www.energystar.gov"
"Desktop","Dell","Inspiron 537","DCME","B",179.1,"kWh/year","www.energystar.gov"
"Desktop","Dell","Inspiron 537","DCME","D",193.5,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO P3520 E-STAR5","ESPRIMO P3520 E-STAR5","B",238.6,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO P3520 E-STAR5","ESPRIMO P3520 E-STAR5","C",229.5,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO P3520 E-STAR5","ESPRIMO P3520 E-STAR5","D",253.7,"kWh/year","www.energystar.gov"
"Desktop","ITAUTEC","Infoway","SM 3322 Small Form Factor","B",227.7,"kWh/year","www.energystar.gov"
"Desktop","ITAUTEC","Infoway","ST 4262 Small Form Factor","B",236.8,"kWh/year","www.energystar.gov"
"Desktop","Voyageur","Voyageur M1200ES","Voyageur M1200ES","B",157.1,"kWh/year","www.energystar.gov"
"Desktop","ASUS","Eee BOX EB1006","P5G-EB1006-DHS","A",59.2,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton L480G","Veriton L480G","A",146.7,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton L480G","Veriton L480G","B",140.7,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton L480G","Veriton L480G","C",144.3,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton L488G","Veriton L488G","A",146.7,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton L488G","Veriton L488G","B",140.7,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton L488G","Veriton L488G","C",144.3,"kWh/year","www.energystar.gov"
"Integrated Computers","Apple","iMac - 20-inch, 2.0GHz, Education","MC015","A",95.3,"kWh/year","www.energystar.gov"
"Desktop","Voyageur","Voyageur 2150ES","Voyageur 2150ES","D",158.9,"kWh/year","www.energystar.gov"
"Desktop","Voyageur","Voyageur 2100ES","Voyageur 2100ES","D",167.8,"kWh/year","www.energystar.gov"
"Integrated Computers","eMachines","EZ1600","EZ1600","A",50.3,"kWh/year","www.energystar.gov"
"Integrated Computers","eMachines","EZ1601","EZ1601","A",50.3,"kWh/year","www.energystar.gov"
"Desktop","Lanix","Lanix 4060","Lanix 4060","B",161.2,"kWh/year","www.energystar.gov"
"Desktop","Voyageur","Voyageur 2300ES","Voyageur 2300ES","C",174.1,"kWh/year","www.energystar.gov"
"Desktop","Voyageur","Voyageur M2150ES","Voyageur M2150ES","D",162.6,"kWh/year","www.energystar.gov"
"Desktop","AVERATEC","All-In-One series","D1130EA1E-1","A",96.1,"kWh/year","www.energystar.gov"
"Desktop","AVERATEC","AVERATEC All-In-One/A2","D1133AH1E-1","A",129.7,"kWh/year","www.energystar.gov"
"Desktop","Voyageur","Voyageur M2300ES","Voyageur M2300ES","D",175.7,"kWh/year","www.energystar.gov"
"Integrated Computers","AOC,Envision,Topview","A902F,M92","A902F,M92","A",100.4,"kWh/year","www.energystar.gov"
"Desktop","Voyageur","Voyageur M2170ES","Voyageur M2170ES","C",165.1,"kWh/year","www.energystar.gov"
"Desktop","Voyageur","Voyageur 2170ES","Voyageur 2170ES","D",159.8,"kWh/year","www.energystar.gov"
"Integrated Computers","Sony","VGC-JS320J/P","VGC-JS320J/P","B",124.6,"kWh/year","www.energystar.gov"
"Integrated Computers","Sony","VGC-JS320J/S","VGC-JS320J/S","B",124.6,"kWh/year","www.energystar.gov"
"Integrated Computers","Sony","VGC-JS320J/T","VGC-JS320J/T","B",124.6,"kWh/year","www.energystar.gov"
"Desktop","AVERATEC","AVERATEC All-In-One/A2","D1133AH1E-2","A",130.1,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton N260G","Veriton N260G","A",73.8,"kWh/year","www.energystar.gov"
"Desktop","Acer","Veriton N268G","Veriton N268G","A",73.8,"kWh/year","www.energystar.gov"
"Integrated Computers","Acer","Veriton Z280G","Veriton Z280G","A",50.3,"kWh/year","www.energystar.gov"
"Integrated Computers","HP","Pavilion MS200","MS200 to MS209","B",125,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES Q (P4PF)","18XXXX 01","B",149.4,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES D (DPF)","18XXXX 02","B",154.6,"kWh/year","www.energystar.gov"
"Desktop","Positivo","POS AT SERIES F (CPF)","18XXXX 03","B",153.5,"kWh/year","www.energystar.gov"
"Integrated Computers","AOC,Envision,Topview","A902F,M92**","A902F,M92**","A",100.4,"kWh/year","www.energystar.gov"
"Desktop","AVERATEC","All-In-One series","D1130EA1E-1A","A",96.1,"kWh/year","www.energystar.gov"
"Integrated Computers","Dell","Vostro 320/ Inspiron One 19","W01B","A",116.7,"kWh/year","www.energystar.gov"
"Integrated Computers","Dell","Vostro 320/ Inspiron One 19","W01B","B",115.7,"kWh/year","www.energystar.gov"
"Integrated Computers","Dell","Vostro 320/ Inspiron One 19","W01B","C",120.9,"kWh/year","www.energystar.gov"
"Integrated Computers","Dell","Vostro 320/ Inspiron One 19","W01B","D",126.7,"kWh/year","www.energystar.gov"
"Desktop","Dell","Mini Tower","Optiplex 360","A",207,"kWh/year","www.energystar.gov"
"Desktop","Dell","Mini Tower","Optiplex 360","B",200.3,"kWh/year","www.energystar.gov"
"Desktop","Dell","Mini Tower","Optiplex 360n","A",207,"kWh/year","www.energystar.gov"
"Desktop","Dell","Mini Tower","Optiplex 360n","B",200.3,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO C5730 E-STAR5","ESPRIMO C5730 E-STAR5","B",160.3,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO E5730 E-STAR5","ESPRIMO E5730 E-STAR5","B",191.3,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO E5730 E-STAR5","ESPRIMO E5730 E-STAR5","C",192.6,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO E5730 E-STAR5","ESPRIMO E5730 E-STAR5","D",192.6,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO E7935 E-STAR5","ESPRIMO E7935 E-STAR5","B",193.3,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO E7935 E-STAR5","ESPRIMO E7935 E-STAR5","C",191.1,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO E7935 E-STAR5","ESPRIMO E7935 E-STAR5","D",191.1,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO E7935 0-WATT","ESPRIMO E7935 0-WATT","B",184.1,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO E7935 0-WATT","ESPRIMO E7935 0-WATT","C",187.9,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO E7935 0-WATT","ESPRIMO E7935 0-WATT","D",187.9,"kWh/year","www.energystar.gov"
"Integrated Computers","AOC,Envision,Topview","AA181M","AA181M","A",100.4,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO P7935 0-WATT","ESPRIMO P7935 0-WATT","B",182.4,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO P7935 0-WATT","ESPRIMO P7935 0-WATT","C",176.4,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO P7935 0-WATT","ESPRIMO P7935 0-WATT","D",176.4,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO P7935 E-STAR5","ESPRIMO P7935 E-STAR5","B",199.6,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO P7935 E-STAR5","ESPRIMO P7935 E-STAR5","C",193.7,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO P7935 E-STAR5","ESPRIMO P7935 E-STAR5","D",193.7,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO P5730 E-STAR5","ESPRIMO P5730 E-STAR5","B",201,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO P5730 E-STAR5","ESPRIMO P5730 E-STAR5","C",196.4,"kWh/year","www.energystar.gov"
"Desktop","Fujitsu","ESPRIMO P5730 E-STAR5","ESPRIMO P5730 E-STAR5","D",196.4,"kWh/year","www.energystar.gov"
"Desktop","HP","Compaq dx2810 Microtower PC Special Edition","dx2810 SE","A",142.9,"kWh/year","www.energystar.gov"
"Desktop","HP","Compaq dx2810 Microtower PC Special Edition","dx2810 SE","B",168.8,"kWh/year","www.energystar.gov"
"Desktop","HP","Compaq dx2810 Microtower PC Special Edition","dx2810 SE","C",150.2,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p TOWER","3231","B",230.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p TOWER","3231","C",230.3,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p TOWER","3285","B",230.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p TOWER","3285","C",230.3,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p TOWER","8494","B",230.1,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p TOWER","8494","C",230.3,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p SFF","5897","A",204.9,"kWh/year","www.energystar.gov"
"Desktop","Lenovo","ThinkCentre M58/M58p SFF","5897","B",234.4,"kWh/year","www.energystar.gov"
