"airportName","country","IATACode","fullName","latitude","longitude","units","source"
"Sorkjosen [SOJ]","Norway","SOJ","Sorkjosen","69.79","20.96","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Tome [SOM]","Venezuela","SOM","San Tome","8.95","-64.15","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sorong [SOQ]","Indonesia","SOQ","Jefman","-0.93","131.12","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sodankyla [SOT]","Finland","SOT","Sodankyla","67.4","26.62","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Southampton [SOU]","United Kingdom","SOU","Southampton","50.95","-1.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Solenzara [SOZ]","Corsica","SOZ","Solenzara","41.92","9.41","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Luis [SPB]","United States","SPB","Scappoose Industrial Airpark","45.77","-122.86","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santa Cruz De La Palma [SPC]","Spain","SPC","La Palma","28.63","-17.76","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Saidpur [SPD]","Bangladesh","SPD","Saidpur","25.76","88.91","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"St. Petersburg [SPG]","United States","SPG","Albert Whitted","27.77","-82.63","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Springfield [SPI]","United States","SPI","Abraham Lincoln Capital Airport","39.84","-89.68","degrees N and E","amee/defra 2008"
"Sapporo [SPK]","Japan","SPK","Sapporo/Chitose","43.12","141.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Spangdahlem [SPM]","Germany","SPM","Spangdahlem Ab","49.97","6.69","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Saipan [SPN]","Mariana Islands","SPN","Saipan International","15.12","145.73","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Menongue [SPP]","Angola","SPP","Menongue","-14.66","17.72","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Wichita Falls [SPS]","United States","SPS","Sheppard Air Force Base Wichita Falls Municipal","33.99","-98.49","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Split [SPU]","Croatia","SPU","Split","43.54","16.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Pedro [SPY]","Ivory Coast","SPY","San Pedro","4.75","-6.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sintang [SQC]","Indonesia","SQC","Susilo","0.06","111.47","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sucre [SRE]","Bolivia","SRE","Juana Azurduy De Padilla","-19.01","-65.29","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Semarang [SRG]","Indonesia","SRG","Achmad Yani","-6.97","110.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sarh [SRH]","Chad","SRH","Sarh","9.15","18.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Samarinda [SRI]","Indonesia","SRI","Temindung","-0.48","117.16","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Borja [SRJ]","Bolivia","SRJ","Capitan German Quiroga G","-14.86","-66.74","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Stord [SRP]","Norway","SRP","Soerstokken","59.79","5.34","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Soroti [SRT]","Uganda","SRT","Soroti","1.73","33.62","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Salvador [SSA]","Brazil","SSA","Deputado Luis Eduardo Magalhaes","-12.91","-38.33","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sumter [SSC]","United States","SSC","Shaw Air Force Base","33.97","-80.47","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sholapur [SSE]","India","SSE","Sholapur","17.63","75.93","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Malabo [SSG]","Equatorial Guinea","SSG","Malabo","3.76","8.71","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sharm El-Sheikh [SSH]","Egypt","SSH","Sharm El-Sheikh International Airport","27.98","34.39","degrees N and E","amee/defra 2008"
"Sandnessjoen [SSJ]","Norway","SSJ","Stokka","65.96","12.47","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Seoul East [SSN]","South Korea","SSN","Seoul Ab","37.45","127.11","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Samsun [SSX]","Turkey","SSX","Samsun Airport","41.28","36.3","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"M'Banza-Congo [SSY]","Angola","SSY","Mbanza Congo","-6.27","14.25","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santos [SSZ]","Brazil","SSZ","Santos Air Base","-23.93","-46.29","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Stauning [STA]","Denmark","STA","Stauning","55.99","8.35","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santa Barbara [STB]","Venezuela","STB","Santa Barbara Del Zulia","8.97","-71.94","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santo Domingo [STD]","Venezuela","STD","Mayor Buenaventura Vivas","7.57","-72.04","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santiago [STI]","Dominican Republic","STI","Cibao International","19.41","-70.62","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"St. Louis [STL]","United States","STL","Lambert St Louis International","38.75","-90.36","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Santarem [STM]","Brazil","STM","Santa Maria","-29.71","-53.69","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"London [STN]","United Kingdom","STN","Stansted","51.89","0.24","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Stuttgart [STR]","Germany","STR","Stuttgart","48.69","9.22","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"St. Thomas [STT]","Virgin Islands","STT","Cyril E King","18.34","-64.97","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Rio De Janeiro [STU]","Brazil","STU","Santa Cruz","-22.93","-43.72","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Surat [STV]","India","STV","Surat","21.12","72.74","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Stavropol [STW]","Russia","STW","Shpakovskoye","45.11","42.11","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"St. Criox Island [STX]","Virgin Islands","STX","Henry E Rohlsen","17.7","-64.8","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Salto [STY]","Uruguay","STY","Nueva Hesperides International","-31.44","-57.99","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Surabaya [SUB]","Indonesia","SUB","Juanda","-7.38","112.79","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Lamezia [SUF]","Italy","SUF","Lamezia Terme","38.91","16.24","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sukhumi [SUI]","Georgia","SUI","Sukhumi Dranda","42.86","41.13","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Satu Mare [SUJ]","Romania","SUJ","Satu Mare","47.7","22.89","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sui [SUL]","Pakistan","SUL","Sui","28.65","69.18","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fairfield [SUU]","United States","SUU","Travis Air Force Base","38.26","-121.93","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Nausori [SUV]","Fiji","SUV","Nausori International","-18.04","178.56","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sioux City [SUX]","United States","SUX","Sioux Gateway Col Bud Day Field","42.4","-96.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sambava [SVB]","Madagascar","SVB","Sambava Sud","-14.28","50.17","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Kingstown [SVD]","Saint Vincent and the Grenadines","SVD","E T Joshua","13.14","-61.21","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Stavanger [SVG]","Norway","SVG","Stavanger Sola","58.88","5.64","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Vincente De Caguan [SVI]","Colombia","SVI","Eduardo Falla Solano","2.15","-74.77","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Savonlinna [SVL]","Finland","SVL","Savonlinna","61.94","28.95","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Hunter Army Air Field [SVN]","United States","SVN","Hunter Army Air Field","32.01","-81.15","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Moscow [SVO]","Russia","SVO","Sheremetyevo","55.97","37.42","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Kuito [SVP]","Angola","SVP","Kuito","-12.4","16.95","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sevilla [SVQ]","Spain","SVQ","Sevilla","37.42","-5.89","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sparrevohn [SVW]","United States","SVW","Sparrevohn Lrrs","61.1","-155.57","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sverdlovsk [SVX]","Russia","SVX","Koltsovo","56.74","60.8","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"San Antonio [SVZ]","Venezuela","SVZ","San Antonio Del Tachira","7.85","-72.43","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Shantou [SWA]","China","SWA","Wai Sha Airport","23.4","116.68","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Newburgh [SWF]","United States","SWF","Stewart International","41.5","-74.1","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sumbawa [SWG]","Indonesia","SWG","Sumbawa Besar","-8.49","117.41","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Swansea [SWS]","United Kingdom","SWS","Swansea","51.61","-4.07","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Strassbourg [SXB]","France","SXB","Entzheim","48.54","7.63","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Berlin [SXF]","Germany","SXF","Schonefeld","52.38","13.52","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sligo [SXL]","Ireland","SXL","Sligo","54.28","-8.6","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Philipsburg [SXM]","Antilles","SXM","Princess Juliana International","18.04","-63.11","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Srinagar [SXR]","India","SXR","Srinagar","33.99","74.77","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Shemya [SYA]","United States","SYA","Eareckson As","52.71","174.11","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Sydney [SYD]","Australia","SYD","Kingsford Smith International Airport","-33.95","151.18","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Syracuse [SYR]","United States","SYR","Syracuse Hancock International","43.11","-76.11","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Stornoway [SYY]","United Kingdom","SYY","Stornoway","58.21","-6.33","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Shiraz [SYZ]","Iran","SYZ","Shiraz Shahid Dastghaib International","29.54","52.59","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Soyo [SZA]","Angola","SZA","Soyo","-6.14","12.37","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Salzburg [SZG]","Austria","SZG","Salzburg","47.79","13","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Skukuza [SZK]","South Africa","SZK","Skukuza","-24.96","31.59","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Knobnoster [SZL]","United States","SZL","Whiteman Air Force Base","38.73","-93.55","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Parchim [SZW]","Germany","SZW","Schwerin Parchim","53.43","11.78","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Shenzhen [SZX]","China","SZX","Baoan","22.64","113.81","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Szczechin [SZZ]","Poland","SZZ","Goleniow","53.58","14.9","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Scarborough [TAB]","Trinidad and Tobago","TAB","Crown Point","11.15","-60.83","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tacloban [TAC]","Philippines","TAC","Daniel Z Romualdez","11.23","125.03","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Taegu [TAE]","South Korea","TAE","Daegu Ab","35.89","128.66","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Oran [TAF]","Algeria","TAF","Tafaraoui","35.54","-0.53","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Takamatsu [TAK]","Japan","TAK","Takamatsu","34.21","134.02","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tanana [TAL]","United States","TAL","Ralph M Calhoun","65.17","-152.11","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tampico [TAM]","Mexico","TAM","General Francisco Javier Mina International","22.3","-97.87","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Qingdao [TAO]","China","TAO","Liuting","36.26","120.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tapachula [TAP]","Mexico","TAP","Tapachula International","14.79","-92.37","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Grottaglie [TAR]","Italy","TAR","Grottaglie","40.52","17.4","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tashkent [TAS]","Uzbekistan","TAS","Yuzhny","41.26","69.28","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Poprad [TAT]","Slovakia","TAT","Tatry","49.07","20.24","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tacuarembo [TAW]","Uruguay","TAW","Tacuarembo","-31.75","-55.93","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tabiteuea North [TBF]","Kiribati","TBF","Tabiteuea North","-1.22","174.78","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Fort Leonardwood [TBN]","United States","TBN","Waynesville Regional Airport At Forney Field","37.74","-92.14","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tumbes [TBP]","Peru","TBP","Pedro Canga","-3.55","-80.38","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tbilisi [TBS]","Georgia","TBS","Lochini","41.67","44.95","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tabatinga [TBT]","Brazil","TBT","Tabatinga","-4.26","-69.94","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tongatapu [TBU]","Tonga","TBU","Fua Amotu International","-21.24","-175.15","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tabriz [TBZ]","Iran","TBZ","Tabriz International","38.13","46.23","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Treasure Cay [TCB]","Bahamas","TCB","Treasure Cay","26.75","-77.39","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tucumcari [TCC]","United States","TCC","Tucumcari Municipal","35.18","-103.6","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tulcea [TCE]","Romania","TCE","Cataloi","45.06","28.71","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tchibanga [TCH]","Gabon","TCH","Tchibanga","-2.89","10.92","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tacoma [TCM]","United States","TCM","Mc Chord Air Force Base","47.14","-122.48","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"Tehuacan [TCN]","Mexico","TCN","Tehuacan","18.5","-97.42","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
