country=Egypt
massCO2PerEnergy
start,value
2000-01-01T00:00:00+00:00 (GMT),0.7082436
2001-01-01T00:00:00+00:00 (GMT),0.6975223
2002-01-01T00:00:00+00:00 (GMT),0.7730818
2003-01-01T00:00:00+00:00 (GMT),0.7436785
2004-01-01T00:00:00+00:00 (GMT),0.7782102
2005-01-01T00:00:00+00:00 (GMT),0.7910495
2006-01-01T00:00:00+00:00 (GMT),0.720433
