type=electricity+generation&emission=indirect&basis=rolling+average
massCO2ePerEnergy
start,value
1990-01-01T00:00:00+00:00 (GMT),0.09843
1991-01-01T00:00:00+00:00 (GMT),0.09657
1992-01-01T00:00:00+00:00 (GMT),0.094
1993-01-01T00:00:00+00:00 (GMT),0.09023
1994-01-01T00:00:00+00:00 (GMT),0.08732
1995-01-01T00:00:00+00:00 (GMT),0.08215
1996-01-01T00:00:00+00:00 (GMT),0.07755
1997-01-01T00:00:00+00:00 (GMT),0.07248
1998-01-01T00:00:00+00:00 (GMT),0.06953
1999-01-01T00:00:00+00:00 (GMT),0.06594
2000-01-01T00:00:00+00:00 (GMT),0.06378
2001-01-01T00:00:00+00:00 (GMT),0.06248
2002-01-01T00:00:00+00:00 (GMT),0.0623
2003-01-01T00:00:00+00:00 (GMT),0.06272
2004-01-01T00:00:00+00:00 (GMT),0.06414
2005-01-01T00:00:00+00:00 (GMT),0.06465
2006-01-01T00:00:00+00:00 (GMT),0.06547
2007-01-01T00:00:00+00:00 (GMT),0.06625
2008-01-01T00:00:00+00:00 (GMT),0.06573
2009-01-01T00:00:00+00:00 (GMT),0.06425
