supplier=EDF+Energy
kgCO2PerKWh
start,value
2005-01-01T00:00:00+00:00 (GMT),0.555
2006-01-01T00:00:00+00:00 (GMT),0.527
2007-01-01T00:00:00+00:00 (GMT),0.54
2008-01-01T00:00:00+00:00 (GMT),0.569
2009-01-01T00:00:00+00:00 (GMT),0.567
